checkout_id,cart_id,user_id,checkout_started,completed_checkout
240,322.0,97.0,1,0
241,324.0,99.0,1,0
242,325.0,99.0,1,1
243,326.0,99.0,1,1
244,327.0,100.0,1,0
245,328.0,100.0,1,0
246,330.0,102.0,1,0
247,331.0,102.0,1,1
248,332.0,102.0,1,1
249,333.0,102.0,1,0
250,334.0,102.0,1,0
251,335.0,102.0,1,1
252,336.0,103.0,1,0
253,337.0,103.0,1,1
254,341.0,106.0,1,1
255,342.0,106.0,1,0
256,344.0,106.0,1,1
257,346.0,107.0,1,1
258,347.0,108.0,1,0
259,348.0,109.0,1,0
260,349.0,109.0,1,0
261,350.0,109.0,1,1
262,351.0,109.0,1,1
263,352.0,109.0,1,1
264,354.0,110.0,1,1
265,357.0,111.0,1,1
266,359.0,111.0,1,1
267,361.0,112.0,1,0
268,362.0,112.0,1,0
269,363.0,112.0,1,1
270,365.0,113.0,1,0
271,366.0,113.0,1,0
272,367.0,114.0,1,1
273,368.0,114.0,1,0
274,369.0,114.0,1,0
275,370.0,114.0,1,0
276,371.0,114.0,1,0
277,372.0,114.0,1,0
278,373.0,115.0,1,0
279,374.0,115.0,1,0
280,375.0,115.0,1,0
281,376.0,115.0,1,1
282,377.0,115.0,1,0
283,379.0,115.0,1,1
284,380.0,116.0,1,0
285,381.0,116.0,1,0
286,383.0,116.0,1,0
287,384.0,116.0,1,1
288,385.0,117.0,1,0
289,386.0,117.0,1,0
290,387.0,117.0,1,1
291,389.0,118.0,1,0
292,392.0,118.0,1,0
293,393.0,118.0,1,1
294,395.0,118.0,1,0
295,396.0,118.0,1,1
296,397.0,119.0,1,0
297,398.0,119.0,1,0
298,400.0,121.0,1,1
299,401.0,121.0,1,1
300,402.0,122.0,1,1
301,403.0,122.0,1,1
302,408.0,124.0,1,0
303,409.0,124.0,1,1
304,412.0,125.0,1,1
305,413.0,125.0,1,0
306,414.0,125.0,1,0
307,415.0,126.0,1,0
308,416.0,126.0,1,0
309,417.0,126.0,1,1
310,419.0,126.0,1,0
311,420.0,126.0,1,0
312,421.0,126.0,1,0
313,423.0,127.0,1,1
314,424.0,127.0,1,1
315,425.0,127.0,1,0
316,426.0,128.0,1,0
317,429.0,128.0,1,1
318,430.0,128.0,1,0
319,433.0,129.0,1,0
320,434.0,130.0,1,1
321,435.0,130.0,1,0
322,436.0,130.0,1,1
323,438.0,130.0,1,0
324,439.0,130.0,1,0
325,440.0,130.0,1,0
326,441.0,131.0,1,0
327,442.0,131.0,1,0
328,443.0,131.0,1,1
329,444.0,131.0,1,1
330,445.0,131.0,1,1
331,446.0,132.0,1,0
332,447.0,132.0,1,0
333,449.0,132.0,1,1
334,451.0,132.0,1,0
335,454.0,133.0,1,1
336,455.0,133.0,1,1
337,460.0,134.0,1,1
338,462.0,135.0,1,0
339,463.0,136.0,1,0
340,464.0,136.0,1,0
341,467.0,136.0,1,0
342,468.0,137.0,1,1
343,469.0,137.0,1,0
344,471.0,137.0,1,1
345,472.0,138.0,1,0
346,473.0,138.0,1,0
347,474.0,138.0,1,0
348,475.0,138.0,1,0
349,476.0,138.0,1,0
350,477.0,138.0,1,0
351,478.0,138.0,1,0
352,479.0,138.0,1,1
353,480.0,138.0,1,1
354,481.0,138.0,1,1
355,483.0,139.0,1,0
356,484.0,139.0,1,0
357,485.0,139.0,1,1
358,486.0,139.0,1,1
359,487.0,139.0,1,0
360,489.0,140.0,1,1
361,490.0,140.0,1,0
362,492.0,142.0,1,0
363,495.0,143.0,1,0
364,496.0,143.0,1,0
365,497.0,143.0,1,0
366,498.0,144.0,1,0
367,501.0,144.0,1,1
368,502.0,144.0,1,1
369,503.0,145.0,1,1
370,504.0,145.0,1,1
371,505.0,146.0,1,1
372,508.0,147.0,1,1
373,509.0,148.0,1,0
374,510.0,148.0,1,0
375,511.0,148.0,1,0
376,512.0,148.0,1,1
377,513.0,149.0,1,1
378,515.0,149.0,1,0
379,516.0,150.0,1,1
380,517.0,150.0,1,0
381,518.0,151.0,1,0
382,519.0,151.0,1,1
383,521.0,151.0,1,0
384,523.0,152.0,1,0
385,524.0,152.0,1,0
386,527.0,152.0,1,0
387,528.0,152.0,1,0
388,529.0,152.0,1,1
389,531.0,153.0,1,0
390,532.0,153.0,1,0
391,534.0,153.0,1,1
392,535.0,154.0,1,0
393,537.0,155.0,1,0
394,538.0,155.0,1,1
395,540.0,155.0,1,0
396,541.0,156.0,1,0
397,542.0,156.0,1,0
398,543.0,156.0,1,1
399,544.0,157.0,1,1
400,545.0,157.0,1,1
401,547.0,157.0,1,1
402,549.0,157.0,1,1
403,550.0,157.0,1,0
404,551.0,158.0,1,0
405,552.0,158.0,1,0
406,554.0,160.0,1,0
407,555.0,160.0,1,0
408,556.0,161.0,1,1
409,557.0,163.0,1,0
410,558.0,163.0,1,0
411,559.0,164.0,1,0
412,560.0,164.0,1,0
413,561.0,164.0,1,0
414,563.0,165.0,1,1
415,564.0,165.0,1,0
416,565.0,165.0,1,0
417,566.0,166.0,1,0
418,568.0,166.0,1,0
419,569.0,166.0,1,0
420,570.0,166.0,1,1
421,571.0,166.0,1,1
422,573.0,166.0,1,1
423,574.0,167.0,1,1
424,575.0,167.0,1,0
425,576.0,168.0,1,0
426,577.0,168.0,1,1
427,578.0,168.0,1,1
428,579.0,169.0,1,0
429,581.0,169.0,1,1
430,582.0,169.0,1,0
431,583.0,169.0,1,0
432,585.0,170.0,1,0
433,586.0,171.0,1,0
434,587.0,171.0,1,0
435,588.0,172.0,1,0
436,589.0,172.0,1,1
437,592.0,174.0,1,0
438,593.0,174.0,1,0
439,594.0,175.0,1,0
440,595.0,175.0,1,0
441,596.0,175.0,1,1
442,597.0,176.0,1,0
443,598.0,176.0,1,1
444,599.0,176.0,1,1
445,600.0,176.0,1,0
446,601.0,176.0,1,1
447,602.0,176.0,1,1
448,603.0,177.0,1,0
449,604.0,178.0,1,0
450,605.0,178.0,1,0
451,606.0,178.0,1,0
452,607.0,178.0,1,0
453,608.0,178.0,1,0
454,609.0,178.0,1,0
455,612.0,179.0,1,0
456,613.0,179.0,1,1
457,614.0,180.0,1,0
458,615.0,180.0,1,1
459,617.0,181.0,1,1
460,618.0,181.0,1,0
461,619.0,181.0,1,0
462,620.0,181.0,1,0
463,621.0,181.0,1,1
464,622.0,181.0,1,0
465,624.0,182.0,1,1
466,625.0,182.0,1,0
467,627.0,182.0,1,0
468,628.0,183.0,1,1
469,629.0,183.0,1,0
470,631.0,183.0,1,1
471,633.0,184.0,1,1
472,634.0,184.0,1,1
473,636.0,184.0,1,1
474,637.0,184.0,1,0
475,638.0,185.0,1,0
476,639.0,185.0,1,0
477,640.0,186.0,1,1
478,644.0,187.0,1,1
479,645.0,187.0,1,0
480,646.0,187.0,1,1
481,647.0,187.0,1,0
482,648.0,187.0,1,0
483,649.0,187.0,1,1
484,652.0,188.0,1,0
485,653.0,189.0,1,0
486,654.0,189.0,1,1
487,655.0,190.0,1,0
488,656.0,190.0,1,0
489,657.0,190.0,1,1
490,658.0,191.0,1,1
491,659.0,192.0,1,1
492,660.0,192.0,1,1
493,661.0,192.0,1,0
494,662.0,192.0,1,0
495,663.0,193.0,1,1
496,664.0,193.0,1,0
497,665.0,193.0,1,1
498,667.0,193.0,1,0
499,669.0,193.0,1,0
500,671.0,194.0,1,0
501,672.0,194.0,1,0
502,673.0,195.0,1,0
503,674.0,195.0,1,0
504,675.0,195.0,1,0
505,676.0,195.0,1,1
506,678.0,196.0,1,0
507,679.0,196.0,1,1
508,680.0,196.0,1,0
509,681.0,197.0,1,0
510,682.0,197.0,1,0
511,683.0,197.0,1,0
512,684.0,198.0,1,1
513,685.0,198.0,1,0
514,688.0,199.0,1,1
515,689.0,199.0,1,0
516,690.0,199.0,1,0
517,691.0,200.0,1,0
518,692.0,200.0,1,1
519,693.0,200.0,1,0
520,695.0,200.0,1,0
521,696.0,201.0,1,1
522,697.0,201.0,1,1
523,698.0,201.0,1,0
524,699.0,201.0,1,0
525,702.0,202.0,1,0
526,706.0,203.0,1,0
527,707.0,203.0,1,1
528,708.0,203.0,1,0
529,709.0,203.0,1,1
530,710.0,203.0,1,0
531,711.0,203.0,1,0
532,712.0,204.0,1,0
533,713.0,204.0,1,0
534,714.0,204.0,1,0
535,715.0,204.0,1,0
536,716.0,204.0,1,1
537,717.0,204.0,1,0
538,718.0,205.0,1,0
539,719.0,205.0,1,0
540,721.0,206.0,1,0
541,722.0,206.0,1,0
542,723.0,207.0,1,0
543,724.0,207.0,1,1
544,725.0,207.0,1,0
545,727.0,208.0,1,1
546,728.0,208.0,1,1
547,729.0,208.0,1,0
548,730.0,208.0,1,1
549,731.0,208.0,1,0
550,732.0,208.0,1,1
551,733.0,209.0,1,0
552,734.0,210.0,1,0
553,735.0,210.0,1,0
554,737.0,210.0,1,0
555,740.0,211.0,1,0
556,741.0,211.0,1,1
557,742.0,211.0,1,0
558,743.0,212.0,1,0
559,744.0,212.0,1,1
560,745.0,212.0,1,0
561,746.0,212.0,1,0
562,747.0,213.0,1,0
563,749.0,213.0,1,0
564,750.0,213.0,1,0
565,751.0,214.0,1,0
566,752.0,214.0,1,0
567,753.0,214.0,1,0
568,754.0,215.0,1,1
569,755.0,215.0,1,0
570,756.0,216.0,1,1
571,757.0,216.0,1,1
572,758.0,216.0,1,0
573,760.0,216.0,1,1
574,761.0,216.0,1,0
575,762.0,216.0,1,0
576,763.0,216.0,1,1
577,764.0,216.0,1,0
578,765.0,216.0,1,1
579,766.0,218.0,1,0
580,767.0,218.0,1,1
581,768.0,218.0,1,1
582,769.0,218.0,1,0
583,770.0,218.0,1,1
584,771.0,218.0,1,0
585,772.0,218.0,1,0
586,774.0,219.0,1,0
587,775.0,219.0,1,1
588,776.0,221.0,1,0
589,777.0,222.0,1,1
590,778.0,222.0,1,0
591,779.0,222.0,1,1
592,780.0,222.0,1,0
593,781.0,223.0,1,0
594,784.0,224.0,1,0
595,785.0,224.0,1,1
596,788.0,225.0,1,0
597,789.0,225.0,1,1
598,790.0,226.0,1,1
599,792.0,226.0,1,0
600,794.0,228.0,1,0
601,795.0,228.0,1,0
602,799.0,228.0,1,0
603,800.0,229.0,1,0
604,801.0,229.0,1,0
605,802.0,229.0,1,0
606,803.0,230.0,1,1
607,804.0,230.0,1,0
608,805.0,231.0,1,1
609,807.0,231.0,1,0
610,808.0,232.0,1,0
611,810.0,232.0,1,1
612,811.0,232.0,1,0
613,812.0,232.0,1,1
614,813.0,233.0,1,0
615,814.0,233.0,1,1
616,815.0,233.0,1,0
617,817.0,234.0,1,0
618,819.0,235.0,1,0
619,820.0,235.0,1,1
620,821.0,235.0,1,1
621,822.0,235.0,1,0
622,823.0,236.0,1,0
623,824.0,236.0,1,0
624,825.0,236.0,1,0
625,826.0,237.0,1,0
626,827.0,237.0,1,0
627,828.0,237.0,1,0
628,829.0,237.0,1,1
629,830.0,237.0,1,0
630,831.0,238.0,1,1
631,832.0,238.0,1,0
632,833.0,238.0,1,1
633,836.0,238.0,1,0
634,837.0,239.0,1,1
635,838.0,239.0,1,0
636,840.0,239.0,1,1
637,841.0,239.0,1,1
638,842.0,240.0,1,1
639,844.0,240.0,1,0
640,845.0,240.0,1,0
641,846.0,240.0,1,0
642,847.0,241.0,1,1
643,848.0,241.0,1,0
644,849.0,241.0,1,1
645,850.0,242.0,1,1
646,851.0,242.0,1,1
647,852.0,242.0,1,1
648,853.0,242.0,1,0
649,854.0,242.0,1,0
650,855.0,243.0,1,0
651,856.0,243.0,1,1
652,857.0,243.0,1,1
653,859.0,244.0,1,1
654,860.0,245.0,1,1
655,861.0,245.0,1,0
656,863.0,245.0,1,1
657,864.0,246.0,1,0
658,866.0,246.0,1,0
659,867.0,246.0,1,0
660,868.0,246.0,1,0
661,869.0,247.0,1,1
662,871.0,247.0,1,0
663,872.0,248.0,1,0
664,873.0,248.0,1,0
665,874.0,248.0,1,1
666,876.0,248.0,1,1
667,877.0,248.0,1,0
668,879.0,249.0,1,1
669,880.0,250.0,1,1
670,881.0,250.0,1,0
671,882.0,250.0,1,1
672,883.0,250.0,1,1
673,884.0,250.0,1,0
674,885.0,250.0,1,1
675,886.0,251.0,1,0
676,887.0,251.0,1,0
677,888.0,251.0,1,0
678,889.0,251.0,1,0
679,890.0,251.0,1,0
680,892.0,252.0,1,0
681,893.0,252.0,1,1
682,894.0,252.0,1,0
683,896.0,252.0,1,1
684,897.0,253.0,1,0
685,898.0,253.0,1,0
686,899.0,254.0,1,1
687,900.0,254.0,1,0
688,901.0,254.0,1,0
689,903.0,255.0,1,0
690,904.0,255.0,1,0
691,905.0,255.0,1,1
692,906.0,255.0,1,0
693,907.0,255.0,1,0
694,908.0,256.0,1,1
695,909.0,256.0,1,1
696,910.0,256.0,1,0
697,911.0,256.0,1,1
698,912.0,256.0,1,1
699,915.0,256.0,1,0
700,916.0,257.0,1,0
701,917.0,257.0,1,0
702,918.0,257.0,1,1
703,919.0,259.0,1,0
704,920.0,259.0,1,1
705,921.0,259.0,1,0
706,922.0,259.0,1,0
707,923.0,260.0,1,0
708,924.0,261.0,1,0
709,927.0,261.0,1,0
710,929.0,261.0,1,1
711,930.0,261.0,1,0
712,931.0,261.0,1,0
713,932.0,261.0,1,0
714,934.0,262.0,1,0
715,935.0,262.0,1,0
716,936.0,262.0,1,0
717,937.0,262.0,1,1
718,938.0,262.0,1,1
719,939.0,263.0,1,0
720,940.0,263.0,1,0
721,941.0,263.0,1,1
722,942.0,263.0,1,0
723,943.0,263.0,1,1
724,945.0,264.0,1,1
725,946.0,264.0,1,0
726,948.0,264.0,1,0
727,949.0,265.0,1,0
728,950.0,266.0,1,0
729,951.0,266.0,1,0
730,952.0,266.0,1,0
731,953.0,266.0,1,1
732,954.0,266.0,1,0
733,958.0,266.0,1,1
734,960.0,267.0,1,1
735,961.0,267.0,1,0
736,962.0,267.0,1,0
737,964.0,268.0,1,0
738,965.0,268.0,1,1
739,966.0,268.0,1,0
740,967.0,269.0,1,0
741,968.0,269.0,1,0
742,969.0,271.0,1,1
743,970.0,271.0,1,0
744,971.0,272.0,1,1
745,972.0,273.0,1,0
746,973.0,273.0,1,1
747,974.0,273.0,1,0
748,975.0,273.0,1,0
749,976.0,274.0,1,1
750,977.0,274.0,1,0
751,978.0,274.0,1,1
752,979.0,274.0,1,1
753,980.0,274.0,1,1
754,981.0,275.0,1,0
755,983.0,275.0,1,0
756,985.0,275.0,1,0
757,986.0,275.0,1,1
758,988.0,276.0,1,0
759,989.0,276.0,1,0
760,990.0,276.0,1,1
761,991.0,277.0,1,0
762,992.0,277.0,1,1
763,994.0,277.0,1,0
764,996.0,278.0,1,1
765,997.0,278.0,1,0
766,999.0,278.0,1,0
767,1000.0,279.0,1,0
768,1001.0,279.0,1,1
769,1003.0,280.0,1,0
770,1004.0,280.0,1,1
771,1005.0,280.0,1,1
772,1007.0,280.0,1,0
773,1008.0,280.0,1,0
774,1009.0,280.0,1,0
775,1010.0,280.0,1,1
776,1011.0,280.0,1,1
777,1012.0,280.0,1,0
778,1013.0,280.0,1,1
779,1015.0,281.0,1,0
780,1016.0,281.0,1,0
781,1017.0,282.0,1,0
782,1018.0,283.0,1,1
783,1019.0,283.0,1,0
784,1020.0,283.0,1,1
785,1021.0,283.0,1,0
786,1023.0,284.0,1,0
787,1024.0,284.0,1,0
788,1026.0,284.0,1,1
789,1028.0,285.0,1,0
790,1029.0,286.0,1,0
791,1031.0,286.0,1,0
792,1032.0,287.0,1,0
793,1034.0,288.0,1,1
794,1035.0,288.0,1,1
795,1036.0,288.0,1,0
796,1037.0,289.0,1,0
797,1038.0,289.0,1,0
798,1039.0,289.0,1,0
799,1040.0,289.0,1,1
800,1042.0,290.0,1,0
801,1043.0,290.0,1,0
802,1045.0,291.0,1,0
803,1047.0,291.0,1,0
804,1048.0,291.0,1,0
805,1049.0,291.0,1,0
806,1051.0,293.0,1,0
807,1053.0,294.0,1,0
808,1055.0,295.0,1,1
809,1056.0,295.0,1,0
810,1057.0,296.0,1,1
811,1058.0,296.0,1,0
812,1059.0,297.0,1,0
813,1060.0,298.0,1,0
814,1062.0,298.0,1,0
815,1063.0,298.0,1,1
816,1064.0,298.0,1,0
817,1065.0,299.0,1,0
818,1066.0,300.0,1,0
819,1070.0,303.0,1,0
820,1072.0,303.0,1,0
821,1073.0,303.0,1,0
822,1074.0,304.0,1,1
823,1075.0,304.0,1,0
824,1076.0,304.0,1,1
825,1077.0,304.0,1,0
826,1078.0,304.0,1,1
827,1080.0,305.0,1,0
828,1081.0,305.0,1,0
829,1082.0,305.0,1,1
830,1083.0,305.0,1,0
831,1084.0,305.0,1,0
832,1085.0,305.0,1,0
833,1086.0,306.0,1,0
834,1087.0,306.0,1,1
835,1088.0,306.0,1,0
836,1089.0,307.0,1,0
837,1090.0,307.0,1,1
838,1091.0,307.0,1,0
839,1094.0,308.0,1,0
840,1095.0,308.0,1,0
841,1096.0,308.0,1,0
842,1097.0,309.0,1,0
843,1098.0,309.0,1,1
844,1101.0,310.0,1,1
845,1102.0,310.0,1,0
846,1104.0,310.0,1,1
847,1105.0,310.0,1,0
848,1106.0,311.0,1,1
849,1107.0,312.0,1,0
850,1109.0,312.0,1,0
851,1112.0,313.0,1,1
852,1114.0,313.0,1,1
853,1115.0,313.0,1,0
854,1116.0,313.0,1,0
855,1117.0,314.0,1,0
856,1118.0,314.0,1,1
857,1119.0,314.0,1,1
858,1120.0,314.0,1,1
859,1122.0,315.0,1,0
860,1123.0,315.0,1,0
861,1126.0,316.0,1,0
862,1127.0,316.0,1,0
863,1129.0,317.0,1,1
864,1130.0,317.0,1,1
865,1131.0,317.0,1,1
866,1132.0,317.0,1,0
867,1133.0,317.0,1,0
868,1134.0,317.0,1,0
869,1135.0,317.0,1,1
870,1136.0,317.0,1,0
871,1137.0,317.0,1,1
872,1139.0,318.0,1,1
873,1140.0,318.0,1,1
874,1141.0,318.0,1,0
875,1142.0,318.0,1,0
876,1145.0,320.0,1,0
877,1146.0,320.0,1,0
878,1148.0,320.0,1,0
879,1149.0,320.0,1,0
880,1150.0,321.0,1,0
881,1151.0,321.0,1,1
882,1152.0,322.0,1,0
883,1153.0,323.0,1,0
884,1154.0,323.0,1,0
885,1156.0,323.0,1,0
886,1157.0,323.0,1,0
887,1158.0,323.0,1,0
888,1159.0,324.0,1,0
889,1161.0,324.0,1,0
890,1162.0,324.0,1,1
891,1164.0,324.0,1,0
892,1165.0,324.0,1,1
893,1166.0,324.0,1,1
894,1168.0,325.0,1,0
895,1169.0,325.0,1,1
896,1170.0,325.0,1,1
897,1171.0,326.0,1,0
898,1172.0,326.0,1,1
899,1175.0,326.0,1,0
900,1177.0,326.0,1,0
901,1178.0,326.0,1,1
902,1181.0,327.0,1,0
903,1184.0,327.0,1,1
904,1185.0,327.0,1,1
905,1186.0,329.0,1,1
906,1187.0,329.0,1,1
907,1188.0,329.0,1,1
908,1189.0,329.0,1,1
909,1190.0,329.0,1,0
910,1192.0,330.0,1,0
911,1193.0,330.0,1,0
912,1197.0,331.0,1,0
913,1198.0,331.0,1,0
914,1199.0,331.0,1,1
915,1200.0,331.0,1,1
916,1201.0,334.0,1,0
917,1202.0,335.0,1,1
918,1203.0,336.0,1,0
919,1204.0,336.0,1,1
920,1205.0,336.0,1,1
921,1206.0,336.0,1,1
922,1207.0,336.0,1,0
923,1209.0,337.0,1,1
924,1210.0,337.0,1,0
925,1211.0,337.0,1,1
926,1213.0,338.0,1,0
927,1215.0,338.0,1,1
928,1216.0,338.0,1,0
929,1217.0,338.0,1,0
930,1219.0,339.0,1,1
931,1220.0,340.0,1,1
932,1222.0,340.0,1,1
933,1223.0,340.0,1,0
934,1224.0,341.0,1,0
935,1225.0,341.0,1,1
936,1226.0,341.0,1,0
937,1227.0,342.0,1,0
938,1228.0,342.0,1,0
939,1229.0,342.0,1,0
940,1230.0,342.0,1,0
941,1231.0,343.0,1,0
942,1232.0,343.0,1,0
943,1233.0,343.0,1,0
944,1234.0,343.0,1,0
945,1236.0,344.0,1,0
946,1238.0,345.0,1,0
947,1239.0,345.0,1,0
948,1240.0,346.0,1,0
949,1241.0,346.0,1,0
950,1243.0,346.0,1,0
951,1244.0,346.0,1,1
952,1246.0,348.0,1,1
953,1247.0,348.0,1,0
954,1248.0,348.0,1,0
955,1249.0,349.0,1,0
956,1250.0,349.0,1,0
957,1251.0,349.0,1,0
958,1253.0,349.0,1,0
959,1254.0,349.0,1,0
960,1256.0,350.0,1,1
961,1257.0,350.0,1,0
962,1258.0,352.0,1,0
963,1259.0,353.0,1,0
964,1262.0,353.0,1,0
965,1263.0,353.0,1,0
966,1264.0,353.0,1,1
967,1265.0,353.0,1,0
968,1266.0,353.0,1,1
969,1269.0,354.0,1,1
970,1270.0,354.0,1,0
971,1271.0,354.0,1,1
972,1272.0,354.0,1,0
973,1273.0,355.0,1,0
974,1275.0,355.0,1,0
975,1276.0,355.0,1,1
976,1277.0,355.0,1,1
977,1280.0,356.0,1,0
978,1281.0,356.0,1,0
979,1282.0,356.0,1,0
980,1283.0,356.0,1,0
