cart_id,session_id,user_id,cart_value,items
202,375,60,344.76,1
203,376,60,312.43,10
204,380,61,359.68,4
205,381,61,425.72,12
206,382,61,297.2,10
207,383,61,344.64,5
208,384,61,289.68,12
209,385,62,194.42,11
210,388,63,158.94,7
211,391,63,257.81,7
212,393,63,286.47,1
213,394,63,359.3,4
214,395,63,344.17,11
215,396,63,194.81,9
216,397,63,320.85,3
217,398,63,270.86,9
218,401,64,297.55,4
219,402,64,327.23,3
220,403,64,435.29,11
221,405,64,278.59,4
222,406,64,471.04,3
223,408,65,203.0,9
224,409,65,241.03,10
225,410,65,311.34,5
226,411,65,214.78,4
227,415,66,201.24,9
228,418,67,326.62,9
229,421,67,200.79,2
230,423,68,233.64,8
231,424,69,312.58,2
232,428,69,473.26,3
233,429,69,302.72,11
234,431,69,331.74,11
235,438,70,216.53,8
236,439,70,225.65,2
237,442,71,113.7,12
238,445,72,231.47,10
239,451,74,388.84,5
240,452,74,268.25,6
241,454,74,333.59,2
242,455,74,340.09,2
243,456,75,386.24,7
244,458,75,469.36,8
245,459,76,374.64,8
246,460,76,298.55,5
247,463,77,391.71,12
248,464,77,347.37,10
249,465,77,118.55,2
250,471,77,212.05,7
251,472,78,299.76,3
252,474,78,267.34,6
253,475,79,308.93,10
254,476,79,101.61,10
255,477,79,395.71,11
256,478,79,315.49,2
257,480,79,429.46,1
258,481,79,322.32,1
259,482,80,338.1,1
260,483,80,226.78,12
261,485,80,211.54,2
262,488,80,331.94,4
263,489,80,320.2,6
264,491,81,172.25,9
265,495,81,404.61,3
266,496,81,324.5,8
267,498,81,274.45,2
268,499,82,241.73,2
269,500,82,388.08,4
270,502,82,257.38,11
271,503,82,341.26,4
272,504,82,304.85,1
273,505,82,272.27,1
274,508,82,203.18,12
275,512,82,437.11,2
276,513,83,229.54,4
277,514,83,242.46,12
278,517,83,440.49,7
279,518,83,310.83,11
280,519,83,348.79,8
281,520,83,456.27,7
282,522,83,454.07,10
283,524,85,270.6,9
284,525,85,423.68,9
285,526,85,175.69,7
286,528,85,161.76,1
287,530,85,324.0,5
288,531,85,312.4,8
289,532,85,378.28,7
290,534,85,368.83,12
291,535,86,382.24,11
292,536,87,464.21,2
293,538,88,496.66,12
294,540,88,398.98,9
295,542,89,318.04,6
296,544,89,301.5,2
297,545,89,318.7,9
298,547,89,268.33,7
299,548,89,403.13,2
300,552,90,413.66,10
301,553,91,262.9,4
302,554,92,305.11,9
303,557,92,160.8,10
304,558,92,311.84,10
305,562,93,323.47,8
306,563,93,220.34,11
307,565,93,272.49,6
308,566,93,216.22,9
309,573,94,178.3,3
310,574,94,453.36,5
311,575,94,178.52,2
312,576,95,330.27,1
313,577,96,407.83,6
314,578,96,447.95,10
315,579,96,224.49,8
316,580,96,435.02,5
317,581,96,334.52,11
318,582,97,371.57,4
319,585,97,478.36,3
320,586,97,374.99,2
321,590,97,236.44,1
322,592,97,135.03,8
323,594,99,377.58,8
324,597,99,356.64,6
325,599,99,248.48,11
326,601,99,336.51,3
327,602,100,198.01,2
328,604,100,352.37,11
329,610,100,199.4,4
330,615,102,428.87,2
331,616,102,509.07,11
332,617,102,346.01,4
333,618,102,354.88,7
334,619,102,372.89,6
335,620,102,344.92,2
336,625,103,221.32,4
337,626,103,447.17,2
338,629,104,360.52,9
339,631,105,370.4,4
340,634,105,410.78,7
341,637,106,406.85,6
342,638,106,431.1,7
343,639,106,360.9,11
344,641,106,242.67,6
345,642,106,357.52,1
346,644,107,317.73,6
347,646,108,241.26,10
348,647,109,450.64,2
349,649,109,306.49,3
350,651,109,340.55,4
351,653,109,254.46,8
352,656,109,315.11,9
353,660,110,403.76,11
354,661,110,504.14,10
355,663,110,188.58,7
356,665,111,322.0,9
357,666,111,50.0,8
358,668,111,281.37,6
359,669,111,330.55,11
360,670,111,334.68,3
361,672,112,467.41,9
362,673,112,299.55,12
363,674,112,460.57,10
364,675,112,342.22,12
365,676,113,274.06,12
366,677,113,337.16,10
367,679,114,331.61,3
368,680,114,337.88,2
369,681,114,257.22,12
370,683,114,256.13,3
371,684,114,422.2,2
372,685,114,414.94,8
373,687,115,245.42,5
374,688,115,307.87,6
375,689,115,354.49,9
376,690,115,393.32,7
377,691,115,336.94,10
378,692,115,423.86,9
379,694,115,312.99,5
380,695,116,459.21,7
381,697,116,549.67,3
382,698,116,326.53,5
383,699,116,353.78,9
384,700,116,235.37,10
385,702,117,304.58,3
386,703,117,336.11,2
387,704,117,382.86,6
388,705,117,301.58,3
389,712,118,387.18,8
390,713,118,286.23,12
391,716,118,410.8,3
392,717,118,357.34,9
393,718,118,353.28,8
394,719,118,278.58,3
395,720,118,312.46,2
396,721,118,286.35,5
397,723,119,398.2,3
398,726,119,198.02,1
399,732,121,256.42,1
400,733,121,428.62,11
401,734,121,336.88,9
402,735,122,430.05,12
403,736,122,394.7,11
404,741,123,403.93,9
405,742,123,357.88,5
406,743,123,260.82,7
407,744,123,326.79,6
408,746,124,207.67,10
409,748,124,305.11,7
410,749,125,270.94,8
411,750,125,152.5,6
412,754,125,358.37,4
413,755,125,349.51,2
414,756,125,433.59,9
415,758,126,209.88,2
416,759,126,417.28,11
417,760,126,111.26,1
418,761,126,306.75,12
419,764,126,497.87,1
420,766,126,317.42,2
421,767,126,253.87,10
422,768,126,312.5,9
423,771,127,396.36,9
424,772,127,294.62,12
425,773,127,355.31,12
426,777,128,354.28,5
427,779,128,369.41,3
428,782,128,413.27,10
429,783,128,498.17,7
430,784,128,327.87,11
431,786,129,349.05,3
432,787,129,213.16,4
433,789,129,405.04,2
434,794,130,442.47,10
435,795,130,381.95,1
436,797,130,195.24,6
437,798,130,283.59,9
438,799,130,324.61,12
439,800,130,242.89,6
440,801,130,513.04,10
441,803,131,356.86,3
442,804,131,403.84,5
443,807,131,405.26,7
444,808,131,330.08,8
445,809,131,211.93,8
446,810,132,390.99,10
447,812,132,501.02,8
448,814,132,285.96,2
449,817,132,269.0,5
450,818,132,395.49,8
451,819,132,403.15,10
452,821,133,423.03,1
453,822,133,307.28,5
454,823,133,307.07,3
455,824,133,83.46,2
456,825,133,324.52,12
457,828,134,269.24,12
458,829,134,121.4,10
459,830,134,490.45,11
460,832,134,341.74,1
461,834,134,159.5,10
462,837,135,353.9,10
463,838,136,487.46,5
464,839,136,428.33,1
465,842,136,407.0,8
466,844,136,209.13,7
467,846,136,271.01,8
468,849,137,241.83,6
469,851,137,321.63,8
470,852,137,389.79,2
471,853,137,359.36,6
472,854,138,238.32,3
473,855,138,303.44,9
474,856,138,413.91,4
475,857,138,365.96,11
476,858,138,355.96,11
477,859,138,240.99,10
478,860,138,334.41,2
479,861,138,217.86,11
480,865,138,245.68,8
481,866,138,186.88,2
482,867,138,475.57,8
483,869,139,479.2,12
484,870,139,229.63,4
485,871,139,250.19,10
486,873,139,291.41,2
487,874,139,429.66,1
488,877,140,374.7,4
489,879,140,444.33,10
490,880,140,471.84,3
491,881,141,363.52,3
492,884,142,346.85,1
493,887,142,442.58,1
494,890,143,417.25,4
495,891,143,416.72,11
496,892,143,362.76,5
497,894,143,413.75,11
498,896,144,292.98,11
499,897,144,268.93,7
500,898,144,289.49,4
501,901,144,524.48,3
502,904,144,226.07,11
503,907,145,404.83,4
504,908,145,498.24,1
505,911,146,355.74,3
506,915,147,291.36,8
507,917,147,370.03,3
508,920,147,275.6,11
509,927,148,238.13,7
510,928,148,441.13,7
511,929,148,435.37,11
512,931,148,291.33,5
513,932,149,276.09,8
514,933,149,339.47,5
515,937,149,311.39,12
516,938,150,246.38,11
517,940,150,182.85,7
518,943,151,188.75,12
519,945,151,211.93,10
520,947,151,226.41,3
521,948,151,339.11,5
522,949,152,247.66,1
523,950,152,250.02,12
524,951,152,207.18,9
525,952,152,208.84,12
526,955,152,206.41,3
527,956,152,312.82,9
528,957,152,413.79,4
529,959,152,455.2,4
530,962,153,324.75,2
531,965,153,415.52,5
532,966,153,249.56,1
533,967,153,371.15,7
534,969,153,241.56,7
535,973,154,359.13,11
536,974,154,246.22,7
537,978,155,253.48,1
538,979,155,315.23,3
539,980,155,465.7,6
540,981,155,396.85,9
541,983,156,254.32,6
542,986,156,225.11,12
543,988,156,246.42,5
544,990,157,377.94,11
545,991,157,339.64,8
546,992,157,378.69,10
547,993,157,273.76,8
548,994,157,350.2,1
549,995,157,344.37,5
550,996,157,433.88,5
551,997,158,462.18,3
552,999,158,401.34,4
553,1004,160,433.75,6
554,1005,160,318.21,10
555,1006,160,257.07,6
556,1008,161,317.25,11
557,1021,163,308.1,10
558,1023,163,302.04,8
559,1025,164,319.07,12
560,1027,164,304.64,7
561,1029,164,278.78,10
562,1030,164,308.23,1
563,1032,165,392.16,4
564,1035,165,242.14,10
565,1037,165,441.07,8
566,1039,166,417.42,8
567,1041,166,327.8,12
568,1043,166,105.56,10
569,1044,166,124.01,5
570,1046,166,330.04,5
571,1047,166,381.06,5
572,1048,166,479.54,12
573,1049,166,283.52,10
574,1050,167,273.72,9
575,1051,167,210.43,7
576,1052,168,373.89,12
577,1053,168,320.63,8
578,1054,168,277.07,8
579,1056,169,322.09,5
580,1057,169,311.51,1
581,1058,169,407.09,8
582,1059,169,281.59,6
583,1060,169,319.72,6
584,1062,170,396.45,1
585,1065,170,296.2,6
586,1067,171,253.28,2
587,1071,171,204.7,7
588,1072,172,226.31,7
589,1073,172,262.1,9
590,1075,172,406.5,3
591,1078,173,253.66,8
592,1084,174,300.66,8
593,1085,174,227.39,11
594,1086,175,324.82,4
595,1090,175,345.82,3
596,1091,175,351.94,8
597,1092,176,478.06,9
598,1094,176,318.74,2
599,1095,176,346.37,5
600,1096,176,269.22,12
601,1098,176,515.51,10
602,1100,176,396.26,10
603,1103,177,399.57,2
604,1105,178,418.03,12
605,1106,178,387.39,6
606,1111,178,422.32,1
607,1112,178,303.13,2
608,1113,178,523.88,12
609,1114,178,180.86,11
610,1117,179,295.27,7
611,1118,179,475.83,2
612,1119,179,304.63,6
613,1120,179,379.64,1
614,1123,180,277.54,10
615,1124,180,360.15,4
616,1125,181,287.59,4
617,1126,181,425.18,11
618,1127,181,346.16,8
619,1129,181,162.5,12
620,1132,181,246.81,11
621,1133,181,232.26,3
622,1134,181,446.55,9
623,1135,181,208.27,2
624,1138,182,295.87,8
625,1139,182,510.03,11
626,1140,182,432.29,12
627,1141,182,243.09,5
628,1143,183,240.42,11
629,1145,183,231.75,9
630,1146,183,338.57,5
631,1147,183,275.38,4
632,1148,183,340.73,11
633,1149,184,347.83,3
634,1150,184,324.23,11
635,1152,184,333.29,11
636,1154,184,327.75,9
637,1155,184,250.53,8
638,1157,185,189.86,4
639,1160,185,324.88,9
640,1161,186,249.65,2
641,1164,187,407.85,9
642,1165,187,207.48,9
643,1166,187,287.89,6
644,1167,187,333.95,7
645,1169,187,433.46,11
646,1170,187,284.66,2
647,1171,187,336.57,12
648,1172,187,375.52,1
649,1173,187,388.67,8
650,1174,188,353.02,10
651,1175,188,482.75,4
652,1176,188,284.26,4
653,1177,189,475.78,8
654,1178,189,382.07,3
655,1180,190,342.07,3
656,1181,190,349.11,5
657,1183,190,404.38,6
658,1188,191,255.28,8
659,1192,192,333.12,3
660,1194,192,298.18,2
661,1195,192,464.23,9
662,1196,192,261.47,5
663,1197,193,499.81,2
664,1198,193,279.71,5
665,1199,193,195.03,3
666,1200,193,241.65,2
667,1202,193,243.51,5
668,1203,193,469.21,7
669,1205,193,198.99,11
670,1209,193,349.08,7
671,1210,194,452.09,5
672,1211,194,569.38,8
673,1213,195,310.08,8
674,1216,195,330.08,3
675,1219,195,215.04,11
676,1220,195,285.73,6
677,1221,196,516.71,1
678,1222,196,398.43,9
679,1223,196,429.34,10
680,1225,196,378.31,8
681,1230,197,416.13,9
682,1231,197,494.47,4
683,1234,197,278.89,11
684,1235,198,386.39,8
685,1236,198,257.78,1
686,1238,198,136.79,3
687,1239,198,343.84,5
688,1240,199,331.19,11
689,1241,199,313.25,10
690,1242,199,262.46,7
691,1246,200,332.33,8
692,1247,200,358.11,7
693,1248,200,496.57,2
694,1249,200,368.17,8
695,1250,200,372.85,9
696,1251,201,252.58,2
697,1253,201,234.08,4
698,1255,201,231.72,10
699,1257,201,293.34,1
700,1259,201,325.42,2
701,1263,202,339.41,5
702,1264,202,246.39,4
703,1266,202,118.28,10
704,1267,202,282.23,12
705,1268,203,404.36,3
706,1269,203,286.12,6
707,1270,203,313.32,1
708,1272,203,176.54,4
709,1273,203,331.19,11
710,1276,203,356.85,1
711,1277,203,268.7,4
712,1279,204,406.8,6
713,1280,204,427.9,11
714,1282,204,510.42,2
715,1283,204,236.58,8
716,1284,204,345.77,5
717,1285,204,213.11,10
718,1287,205,374.4,7
719,1288,205,363.58,12
720,1289,206,146.55,8
721,1291,206,344.5,12
722,1292,206,302.08,4
723,1297,207,213.34,1
724,1299,207,293.72,1
725,1300,207,505.57,12
726,1302,208,371.61,7
727,1303,208,245.57,12
728,1305,208,290.18,8
729,1306,208,145.82,7
730,1309,208,222.77,1
731,1310,208,471.58,10
732,1311,208,402.52,3
733,1313,209,360.6,8
734,1317,210,355.1,3
735,1319,210,447.51,4
736,1320,210,348.83,11
737,1321,210,294.5,9
738,1325,211,311.76,9
739,1326,211,296.44,10
740,1328,211,295.26,8
741,1330,211,472.68,1
742,1331,211,224.88,1
743,1335,212,274.55,7
744,1336,212,155.76,5
745,1337,212,410.98,2
746,1338,212,350.83,3
747,1343,213,476.46,5
748,1346,213,262.43,12
749,1347,213,248.48,12
750,1348,213,215.17,3
751,1350,214,361.01,4
752,1351,214,288.49,3
753,1352,214,347.01,3
754,1353,215,281.83,10
755,1355,215,449.5,5
756,1356,216,433.85,11
757,1357,216,327.75,2
758,1361,216,414.79,9
759,1362,216,308.09,11
760,1363,216,315.88,3
761,1364,216,125.22,5
762,1365,216,365.63,7
763,1366,216,322.06,6
764,1368,216,399.22,3
765,1370,216,384.28,6
766,1376,218,252.61,12
767,1378,218,302.71,12
768,1379,218,276.98,10
769,1380,218,414.02,10
770,1381,218,461.61,6
771,1382,218,391.87,7
772,1383,218,498.7,7
773,1386,218,367.15,10
774,1387,219,232.29,4
775,1393,219,195.11,3
776,1399,221,237.21,1
777,1401,222,279.18,10
778,1404,222,259.03,10
779,1407,222,324.89,12
780,1409,222,303.74,11
781,1413,223,326.72,9
782,1415,224,539.74,12
783,1417,224,398.83,3
784,1418,224,344.26,9
785,1419,224,415.57,9
786,1420,224,247.39,5
787,1423,224,243.54,7
788,1425,225,402.47,12
789,1427,225,319.96,6
790,1428,226,331.04,12
791,1433,226,217.14,12
792,1434,226,277.35,3
793,1436,227,283.14,12
794,1440,228,276.71,1
795,1443,228,513.05,5
796,1444,228,510.88,6
797,1446,228,422.45,3
798,1447,228,328.69,12
799,1448,228,267.15,1
800,1449,229,226.88,8
801,1450,229,350.75,4
802,1451,229,434.64,11
803,1456,230,390.03,11
804,1458,230,329.17,11
805,1463,231,380.11,12
806,1464,231,318.3,6
807,1465,231,295.01,2
808,1466,232,228.77,5
809,1467,232,290.36,10
810,1469,232,347.32,11
811,1471,232,282.49,8
812,1472,232,217.11,7
813,1475,233,330.32,8
814,1476,233,347.33,11
815,1477,233,286.78,4
816,1478,234,318.02,10
817,1479,234,92.24,7
818,1480,234,386.76,5
819,1484,235,345.95,9
820,1486,235,447.38,12
821,1487,235,300.83,4
822,1488,235,386.05,8
823,1489,236,426.06,12
824,1490,236,322.22,6
825,1493,236,350.99,1
826,1498,237,332.84,12
827,1500,237,176.09,4
828,1502,237,354.83,12
829,1504,237,235.28,3
830,1506,237,242.75,1
831,1510,238,367.18,12
832,1511,238,436.38,4
833,1512,238,390.27,2
834,1513,238,372.39,4
835,1516,238,350.38,7
836,1517,238,398.19,1
837,1518,239,471.58,11
838,1519,239,268.08,3
839,1520,239,271.04,11
840,1521,239,385.8,3
841,1522,239,166.55,5
842,1523,240,311.1,9
843,1524,240,343.5,3
844,1528,240,271.16,3
845,1529,240,147.42,1
846,1531,240,444.69,6
847,1532,241,266.03,8
848,1536,241,270.05,12
849,1539,241,439.55,10
850,1542,242,54.2,9
851,1543,242,456.01,5
852,1545,242,520.35,9
853,1547,242,239.95,1
854,1549,242,275.96,7
855,1554,243,363.94,10
856,1555,243,342.56,4
857,1556,243,408.62,2
858,1559,244,364.8,12
859,1560,244,394.74,6
860,1561,245,629.48,4
861,1562,245,176.52,11
862,1563,245,440.82,9
863,1568,245,453.14,9
864,1572,246,221.18,3
865,1574,246,248.11,11
866,1575,246,365.18,1
867,1578,246,207.52,2
868,1580,246,264.7,3
869,1582,247,341.53,5
870,1583,247,258.47,3
871,1585,247,299.52,7
872,1586,248,241.96,11
873,1589,248,235.19,4
874,1590,248,362.44,3
875,1591,248,310.89,7
876,1593,248,331.1,4
877,1596,248,383.37,8
878,1598,249,336.54,9
879,1599,249,289.84,9
880,1601,250,240.76,3
881,1603,250,360.41,5
882,1604,250,499.49,4
883,1605,250,399.24,1
884,1607,250,184.55,1
885,1608,250,137.79,8
886,1610,251,253.84,3
887,1611,251,181.65,4
888,1612,251,204.37,4
889,1613,251,106.2,11
890,1617,251,340.98,4
891,1619,252,215.75,11
892,1620,252,214.87,10
893,1621,252,260.28,3
894,1624,252,262.17,4
895,1625,252,296.39,7
896,1626,252,193.95,11
897,1627,253,408.65,3
898,1629,253,345.11,11
899,1632,254,357.25,5
900,1633,254,280.4,1
901,1635,254,416.7,1
902,1638,255,363.98,11
903,1639,255,337.14,11
904,1640,255,409.84,7
905,1642,255,169.66,7
906,1643,255,337.46,5
907,1646,255,259.76,9
908,1647,256,254.63,9
909,1648,256,391.93,3
910,1650,256,443.47,1
911,1651,256,434.52,6
912,1652,256,320.61,12
913,1653,256,290.86,7
914,1654,256,431.68,8
915,1655,256,231.63,3
916,1658,257,472.73,10
917,1660,257,285.26,10
918,1662,257,315.53,8
919,1665,259,272.01,6
920,1667,259,323.14,2
921,1668,259,238.03,12
922,1669,259,286.48,11
923,1671,260,333.83,8
924,1674,261,310.43,9
925,1675,261,95.97,9
926,1677,261,542.66,11
927,1679,261,462.35,4
928,1680,261,215.15,4
929,1681,261,264.06,3
930,1683,261,304.55,4
931,1684,261,379.82,1
932,1685,261,362.51,12
933,1686,262,221.1,10
934,1687,262,530.82,11
935,1688,262,284.31,7
936,1689,262,482.44,9
937,1691,262,265.63,8
938,1692,262,415.11,12
939,1696,263,353.81,1
940,1698,263,243.0,12
941,1699,263,372.89,11
942,1701,263,336.49,8
943,1703,263,402.99,1
944,1705,263,250.19,9
945,1706,264,312.45,1
946,1709,264,392.8,12
947,1710,264,155.5,3
948,1711,264,216.12,1
949,1716,265,323.63,3
950,1717,266,336.2,9
951,1720,266,311.4,2
952,1721,266,391.85,3
953,1724,266,310.98,2
954,1725,266,412.03,7
955,1726,266,349.11,12
956,1727,266,219.39,7
957,1728,266,334.55,7
958,1730,266,312.94,4
959,1733,267,259.6,10
960,1734,267,183.45,5
961,1735,267,213.81,4
962,1736,267,243.69,4
963,1737,267,415.29,1
964,1738,268,290.76,8
965,1739,268,429.99,3
966,1741,268,228.0,4
967,1744,269,256.46,2
968,1745,269,269.39,10
969,1749,271,293.78,7
970,1750,271,341.63,5
971,1753,272,376.41,8
972,1758,273,433.01,8
973,1759,273,122.06,9
974,1763,273,502.16,1
975,1765,273,224.52,8
976,1767,274,329.02,12
977,1768,274,406.46,9
978,1769,274,377.8,3
979,1771,274,420.84,7
980,1772,274,411.61,12
981,1774,275,357.53,6
982,1779,275,387.52,6
983,1780,275,208.59,5
984,1781,275,256.09,2
985,1782,275,232.36,5
986,1783,275,106.67,11
987,1784,275,235.48,2
988,1785,276,226.88,7
989,1786,276,236.19,1
990,1788,276,380.09,10
991,1789,277,251.01,2
992,1790,277,396.03,4
993,1791,277,178.94,1
994,1794,277,261.19,10
995,1796,278,284.86,7
996,1797,278,426.75,5
997,1799,278,325.53,5
998,1801,278,346.24,5
999,1802,278,221.25,8
1000,1803,279,396.63,9
1001,1804,279,314.7,4
1002,1806,280,162.19,1
1003,1807,280,383.05,5
1004,1808,280,346.25,2
1005,1809,280,289.04,12
1006,1810,280,288.95,5
1007,1811,280,223.66,9
1008,1813,280,424.28,6
1009,1815,280,385.43,7
1010,1816,280,224.74,12
1011,1817,280,324.56,3
1012,1818,280,256.17,1
1013,1819,280,205.21,9
1014,1820,280,459.99,7
1015,1821,281,288.16,4
1016,1822,281,244.31,6
1017,1823,282,212.88,10
1018,1826,283,298.27,5
1019,1827,283,129.19,5
1020,1828,283,306.29,12
1021,1829,283,428.98,9
1022,1830,283,403.46,11
1023,1831,284,363.37,10
1024,1832,284,536.45,9
1025,1834,284,343.06,9
1026,1835,284,237.98,5
1027,1837,284,395.12,10
1028,1839,285,332.13,4
1029,1842,286,323.59,8
1030,1844,286,346.62,9
1031,1845,286,284.35,9
1032,1850,287,488.22,3
1033,1852,287,173.47,9
1034,1854,288,393.45,6
1035,1860,288,331.98,5
1036,1861,288,360.98,12
1037,1865,289,285.78,1
1038,1866,289,456.26,5
1039,1867,289,399.6,8
1040,1868,289,250.69,10
1041,1869,289,420.76,7
1042,1870,290,347.02,12
1043,1871,290,267.48,7
1044,1873,291,167.67,4
1045,1877,291,389.19,9
1046,1878,291,254.83,7
1047,1879,291,367.4,7
1048,1880,291,451.56,11
1049,1883,291,246.99,4
1050,1884,292,441.02,6
1051,1886,293,216.6,10
1052,1887,294,453.47,1
1053,1889,294,483.86,6
1054,1890,294,400.98,4
1055,1892,295,359.46,12
1056,1893,295,400.14,10
1057,1900,296,289.69,9
1058,1901,296,200.5,12
1059,1904,297,253.41,9
1060,1905,298,525.96,12
1061,1906,298,215.2,4
1062,1910,298,406.33,6
1063,1912,298,310.01,11
1064,1913,298,287.86,10
1065,1915,299,472.01,3
1066,1918,300,328.35,6
1067,1922,301,403.94,12
1068,1924,301,535.91,8
1069,1929,303,301.18,9
1070,1930,303,362.62,8
1071,1932,303,383.41,7
1072,1933,303,290.99,12
1073,1935,303,364.28,11
1074,1936,304,421.52,3
1075,1937,304,390.43,10
1076,1938,304,330.53,8
1077,1939,304,60.5,7
1078,1940,304,189.85,3
1079,1943,305,485.11,7
1080,1944,305,234.07,2
1081,1945,305,425.1,1
1082,1946,305,209.65,1
1083,1947,305,233.29,4
1084,1948,305,381.2,2
1085,1949,305,459.88,9
1086,1952,306,378.56,5
1087,1953,306,352.09,3
1088,1955,306,197.54,1
1089,1956,307,128.49,12
1090,1957,307,281.08,8
1091,1958,307,333.91,8
1092,1960,308,315.34,5
1093,1962,308,518.97,10
1094,1963,308,181.21,6
1095,1964,308,292.58,5
1096,1965,308,470.33,12
1097,1966,309,378.57,12
1098,1967,309,221.52,3
1099,1968,309,120.64,10
1100,1969,309,284.65,11
1101,1970,310,228.95,4
1102,1971,310,279.95,10
1103,1972,310,525.86,10
1104,1973,310,228.87,11
1105,1974,310,261.79,2
1106,1977,311,402.22,11
1107,1978,312,346.49,12
