order_id,user_id,checkout_id,order_value,delivery_fee,coupon_value,cancelled,margin
45,42.0,111.0,242.53,30,50,0,43.66
46,45.0,114.0,324.4,30,0,0,58.39
47,47.0,122.0,389.18,0,0,0,70.05
48,48.0,126.0,298.52,0,50,0,53.73
49,49.0,127.0,282.26,30,0,0,50.81
50,49.0,128.0,373.69,0,0,0,67.26
51,49.0,129.0,308.76,0,0,0,55.58
52,51.0,130.0,448.26,0,20,0,80.69
53,51.0,132.0,251.16,30,0,0,45.21
54,51.0,133.0,483.77,0,0,0,87.08
55,51.0,134.0,234.66,30,20,0,42.24
56,52.0,136.0,317.52,0,0,0,57.15
57,52.0,137.0,348.09,0,0,0,62.66
58,57.0,144.0,309.94,0,0,0,55.79
59,57.0,145.0,301.1,30,0,0,54.2
60,58.0,149.0,173.92,30,20,0,31.31
61,60.0,153.0,312.43,0,0,0,56.24
62,63.0,159.0,188.94,30,0,0,34.01
63,63.0,160.0,316.47,30,0,0,56.96
64,64.0,166.0,258.59,30,50,0,46.55
65,65.0,168.0,221.03,30,50,0,39.79
66,65.0,169.0,311.34,0,0,0,56.04
67,67.0,172.0,326.62,0,0,1,58.79
68,70.0,178.0,246.53,30,0,0,44.38
69,75.0,184.0,419.36,0,50,0,75.48
70,76.0,185.0,354.64,0,20,0,63.84
71,77.0,188.0,347.37,0,0,0,62.53
72,79.0,193.0,131.61,30,0,0,23.69
73,81.0,199.0,202.25,30,0,0,36.4
74,81.0,201.0,284.45,30,20,0,51.2
75,82.0,203.0,388.08,0,0,0,69.85
76,83.0,208.0,209.54,30,50,0,37.72
77,83.0,209.0,222.46,30,50,0,40.04
78,83.0,212.0,404.07,0,50,0,72.73
79,85.0,213.0,300.6,30,0,0,54.11
80,85.0,214.0,423.68,0,0,0,76.26
81,85.0,219.0,378.28,0,0,0,68.09
82,86.0,221.0,382.24,0,0,0,68.8
83,88.0,223.0,348.98,0,50,0,62.82
84,93.0,231.0,200.34,30,50,0,36.06
85,94.0,234.0,208.3,30,0,0,37.49
86,97.0,239.0,246.44,30,20,0,44.36
87,99.0,242.0,228.48,30,50,0,41.13
88,99.0,243.0,316.51,0,20,0,56.97
89,102.0,247.0,509.07,0,0,0,91.63
90,102.0,248.0,326.01,0,20,0,58.68
91,102.0,251.0,324.92,0,20,0,58.49
92,103.0,253.0,447.17,0,0,0,80.49
93,106.0,254.0,406.85,0,0,0,73.23
94,106.0,256.0,222.67,30,50,0,40.08
95,107.0,257.0,297.73,0,20,0,53.59
96,109.0,261.0,340.55,0,0,0,61.3
97,109.0,262.0,264.46,30,20,0,47.6
98,109.0,263.0,295.11,0,20,1,53.12
99,110.0,264.0,504.14,0,0,0,90.75
100,111.0,265.0,80.0,30,0,0,14.4
101,111.0,266.0,330.55,0,0,0,59.5
102,112.0,269.0,440.57,0,20,0,79.3
103,114.0,272.0,311.61,0,20,0,56.09
104,115.0,281.0,393.32,0,0,0,70.8
105,115.0,283.0,312.99,0,0,0,56.34
106,116.0,287.0,265.37,30,0,0,47.77
107,117.0,290.0,382.86,0,0,0,68.91
108,118.0,293.0,333.28,0,20,0,59.99
109,118.0,295.0,316.35,30,0,0,56.94
110,121.0,298.0,428.62,0,0,0,77.15
111,121.0,299.0,286.88,0,50,0,51.64
112,122.0,300.0,430.05,0,0,0,77.41
113,122.0,301.0,394.7,0,0,0,71.05
114,124.0,303.0,305.11,0,0,0,54.92
115,125.0,304.0,338.37,0,20,0,60.91
116,126.0,309.0,121.26,30,20,0,21.83
117,127.0,313.0,376.36,0,20,0,67.74
118,127.0,314.0,324.62,30,0,0,58.43
119,128.0,317.0,478.17,0,20,0,86.07
120,130.0,320.0,392.47,0,50,0,70.64
121,130.0,322.0,175.24,30,50,0,31.54
122,131.0,328.0,405.26,0,0,0,72.95
123,131.0,329.0,330.08,0,0,0,59.41
124,131.0,330.0,221.93,30,20,0,39.95
125,132.0,333.0,279.0,30,20,0,50.22
126,133.0,335.0,307.07,0,0,0,55.27
127,133.0,336.0,63.46,30,50,0,11.42
128,134.0,337.0,291.74,0,50,0,52.51
129,137.0,342.0,221.83,30,50,0,39.93
130,137.0,344.0,339.36,0,20,0,61.08
131,138.0,352.0,247.86,30,0,0,44.61
132,138.0,353.0,275.68,30,0,0,49.62
133,138.0,354.0,216.88,30,0,0,39.04
134,139.0,357.0,280.19,30,0,0,50.43
135,139.0,358.0,321.41,30,0,0,57.85
136,140.0,360.0,444.33,0,0,0,79.98
137,144.0,367.0,504.48,0,20,0,90.81
138,144.0,368.0,256.07,30,0,0,46.09
139,145.0,369.0,354.83,0,50,0,63.87
140,145.0,370.0,478.24,0,20,0,86.08
141,146.0,371.0,355.74,0,0,0,64.03
142,147.0,372.0,255.6,30,50,0,46.01
143,148.0,376.0,271.33,30,50,0,48.84
144,149.0,377.0,306.09,30,0,0,55.1
145,150.0,379.0,276.38,30,0,0,49.75
146,151.0,382.0,241.93,30,0,0,43.55
147,152.0,388.0,455.2,0,0,0,81.94
148,153.0,391.0,271.56,30,0,0,48.88
149,155.0,394.0,315.23,0,0,0,56.74
150,156.0,398.0,276.42,30,0,0,49.76
151,157.0,399.0,377.94,0,0,1,68.03
152,157.0,400.0,339.64,0,0,0,61.14
153,157.0,401.0,303.76,30,0,0,54.68
154,157.0,402.0,344.37,0,0,0,61.99
155,161.0,408.0,317.25,0,0,0,57.1
156,165.0,414.0,372.16,0,20,0,66.99
157,166.0,420.0,330.04,0,0,0,59.41
158,166.0,421.0,361.06,0,20,0,64.99
159,166.0,422.0,263.52,30,50,0,47.43
160,167.0,423.0,283.72,30,20,0,51.07
161,168.0,426.0,320.63,0,0,0,57.71
162,168.0,427.0,307.07,30,0,0,55.27
163,169.0,429.0,387.09,0,20,0,69.68
164,172.0,436.0,272.1,30,20,0,48.98
165,175.0,441.0,351.94,0,0,0,63.35
166,176.0,443.0,318.74,0,0,0,57.37
167,176.0,444.0,346.37,0,0,0,62.35
168,176.0,446.0,515.51,0,0,0,92.79
169,176.0,447.0,346.26,0,50,0,62.33
170,179.0,456.0,329.64,0,50,0,59.34
171,180.0,458.0,310.15,0,50,0,55.83
172,181.0,459.0,425.18,0,0,0,76.53
173,181.0,463.0,262.26,30,0,0,47.21
174,182.0,465.0,325.87,30,0,0,58.66
175,183.0,468.0,220.42,30,50,0,39.68
176,183.0,470.0,285.38,30,20,0,51.37
177,184.0,471.0,347.83,0,0,0,62.61
178,184.0,472.0,304.23,0,20,0,54.76
179,184.0,473.0,327.75,0,0,0,59.0
180,186.0,477.0,259.65,30,20,0,46.74
181,187.0,478.0,333.95,0,0,0,60.11
182,187.0,480.0,314.66,30,0,0,56.64
183,187.0,483.0,388.67,0,0,0,69.96
184,189.0,486.0,382.07,0,0,0,68.77
185,190.0,489.0,404.38,0,0,0,72.79
186,191.0,490.0,265.28,30,20,0,47.75
187,192.0,491.0,283.12,0,50,1,50.96
188,192.0,492.0,328.18,30,0,0,59.07
189,193.0,495.0,499.81,0,0,0,89.97
190,193.0,497.0,225.03,30,0,0,40.51
191,195.0,505.0,265.73,30,50,0,47.83
192,196.0,507.0,429.34,0,0,0,77.28
193,198.0,512.0,336.39,0,50,0,60.55
194,199.0,514.0,331.19,0,0,0,59.61
195,200.0,518.0,308.11,0,50,0,55.46
196,201.0,521.0,282.58,30,0,0,50.86
197,201.0,522.0,264.08,30,0,0,47.53
198,203.0,527.0,313.32,0,0,0,56.4
199,203.0,529.0,281.19,0,50,0,50.61
200,204.0,536.0,325.77,0,20,0,58.64
201,207.0,543.0,273.72,30,50,0,49.27
202,208.0,545.0,225.57,30,50,0,40.6
203,208.0,546.0,320.18,30,0,0,57.63
204,208.0,548.0,252.77,30,0,0,45.5
205,208.0,550.0,352.52,0,50,0,63.45
206,211.0,556.0,472.68,0,0,0,85.08
207,212.0,559.0,185.76,30,0,0,33.44
208,215.0,568.0,261.83,30,50,0,47.13
209,216.0,570.0,413.85,0,20,0,74.49
210,216.0,571.0,307.75,0,20,0,55.4
211,216.0,573.0,315.88,0,0,0,56.86
212,216.0,576.0,322.06,0,0,0,57.97
213,216.0,578.0,384.28,0,0,0,69.17
214,218.0,580.0,302.71,0,0,0,54.49
215,218.0,581.0,306.98,30,0,0,55.26
216,218.0,583.0,461.61,0,0,0,83.09
217,219.0,587.0,205.11,30,20,0,36.92
218,222.0,589.0,259.18,30,50,0,46.65
219,222.0,591.0,324.89,0,0,0,58.48
220,224.0,595.0,365.57,0,50,0,65.8
221,225.0,597.0,319.96,0,0,0,57.59
222,226.0,598.0,281.04,0,50,0,50.59
223,230.0,606.0,370.03,0,20,0,66.61
224,231.0,608.0,330.11,0,50,0,59.42
225,232.0,611.0,297.32,0,50,0,53.52
226,232.0,613.0,247.11,30,0,0,44.48
227,233.0,615.0,347.33,0,0,0,62.52
228,235.0,619.0,427.38,0,20,0,76.93
229,235.0,620.0,300.83,0,0,0,54.15
230,237.0,628.0,215.28,30,50,0,38.75
231,238.0,630.0,367.18,0,0,0,66.09
232,238.0,632.0,370.27,0,20,0,66.65
233,239.0,634.0,471.58,0,0,0,84.88
234,239.0,636.0,365.8,0,20,0,65.84
235,239.0,637.0,196.55,30,0,0,35.38
236,240.0,638.0,311.1,0,0,0,56.0
237,241.0,642.0,246.03,30,50,0,44.29
238,241.0,644.0,439.55,0,0,0,79.12
239,242.0,645.0,50.0,30,50,0,9.0
240,242.0,646.0,406.01,0,50,0,73.08
241,242.0,647.0,520.35,0,0,0,93.66
242,243.0,651.0,342.56,0,0,0,61.66
243,243.0,652.0,358.62,0,50,0,64.55
244,244.0,653.0,344.74,0,50,0,62.05
245,245.0,654.0,579.48,0,50,0,104.31
246,245.0,656.0,453.14,0,0,0,81.57
247,247.0,661.0,341.53,0,0,0,61.48
248,248.0,665.0,362.44,0,0,0,65.24
249,248.0,666.0,331.1,0,0,0,59.6
250,249.0,668.0,319.84,30,0,0,57.57
251,250.0,669.0,250.76,30,20,0,45.14
252,250.0,671.0,449.49,0,50,1,80.91
253,250.0,672.0,399.24,0,0,0,71.86
254,250.0,674.0,167.79,30,0,0,30.2
255,252.0,681.0,270.28,30,20,0,48.65
256,252.0,683.0,173.95,30,50,0,31.31
257,254.0,686.0,337.25,0,20,0,60.7
258,255.0,691.0,199.66,30,0,0,35.94
259,256.0,694.0,234.63,30,50,0,42.23
260,256.0,695.0,391.93,0,0,0,70.55
261,256.0,697.0,384.52,0,50,0,69.21
262,256.0,698.0,320.61,0,0,0,57.71
263,257.0,702.0,315.53,0,0,0,56.8
264,259.0,704.0,323.14,0,0,0,58.17
265,261.0,710.0,274.06,30,20,0,49.33
266,262.0,717.0,295.63,30,0,1,53.21
267,262.0,718.0,415.11,0,0,0,74.72
268,263.0,721.0,372.89,0,0,0,67.12
269,263.0,723.0,382.99,0,20,0,68.94
270,264.0,724.0,262.45,0,50,0,47.24
271,266.0,731.0,310.98,0,0,0,55.98
272,266.0,733.0,312.94,0,0,0,56.33
273,267.0,734.0,163.45,30,50,0,29.42
274,268.0,738.0,429.99,0,0,0,77.4
275,271.0,742.0,273.78,30,50,0,49.28
276,272.0,744.0,376.41,0,0,0,67.75
277,273.0,746.0,152.06,30,0,0,27.37
278,274.0,749.0,279.02,0,50,0,50.22
279,274.0,751.0,377.8,0,0,0,68.0
280,274.0,752.0,420.84,0,0,0,75.75
281,274.0,753.0,391.61,0,20,0,70.49
282,275.0,757.0,86.67,30,50,0,15.6
283,276.0,760.0,360.09,0,20,0,64.82
284,277.0,762.0,376.03,0,20,0,67.69
285,278.0,764.0,376.75,0,50,0,67.82
286,279.0,768.0,314.7,0,0,0,56.65
287,280.0,770.0,346.25,0,0,0,62.32
288,280.0,771.0,319.04,30,0,0,57.43
289,280.0,775.0,204.74,30,50,0,36.85
290,280.0,776.0,324.56,0,0,0,58.42
291,280.0,778.0,185.21,30,50,0,33.34
292,283.0,782.0,278.27,30,50,0,50.09
293,283.0,784.0,306.29,0,0,0,55.13
294,284.0,788.0,247.98,30,20,0,44.64
295,288.0,793.0,373.45,0,20,0,67.22
296,288.0,794.0,331.98,0,0,0,59.76
297,289.0,799.0,260.69,30,20,0,46.92
298,295.0,808.0,359.46,0,0,0,64.7
299,296.0,810.0,319.69,30,0,0,57.54
300,298.0,815.0,290.01,0,20,0,52.2
301,304.0,822.0,421.52,0,0,0,75.87
302,304.0,824.0,280.53,0,50,0,50.5
303,304.0,826.0,219.85,30,0,0,39.57
304,305.0,829.0,219.65,30,20,0,39.54
305,306.0,834.0,352.09,0,0,0,63.38
306,307.0,837.0,311.08,30,0,0,55.99
307,309.0,843.0,251.52,30,0,0,45.27
308,310.0,844.0,258.95,30,0,0,46.61
309,310.0,846.0,258.87,30,0,0,46.6
310,311.0,848.0,402.22,0,0,0,72.4
311,313.0,851.0,330.48,0,0,0,59.49
312,313.0,852.0,514.59,0,0,0,92.63
313,314.0,856.0,310.51,0,20,0,55.89
314,314.0,857.0,287.38,0,50,0,51.73
315,314.0,858.0,372.07,0,0,0,66.97
316,317.0,863.0,458.85,0,20,0,82.59
317,317.0,864.0,231.88,30,20,0,41.74
318,317.0,865.0,227.81,30,0,0,41.01
319,317.0,869.0,293.66,0,50,0,52.86
320,317.0,871.0,405.07,0,0,0,72.91
321,318.0,872.0,177.95,30,50,0,32.03
322,318.0,873.0,325.38,30,0,0,58.57
323,321.0,881.0,299.0,30,0,0,53.82
324,324.0,890.0,256.05,30,50,0,46.09
325,324.0,892.0,395.14,0,0,0,71.13
326,324.0,893.0,467.99,0,0,0,84.24
327,325.0,895.0,393.9,0,0,0,70.9
328,325.0,896.0,305.93,30,0,0,55.07
329,326.0,898.0,312.17,0,20,0,56.19
330,326.0,901.0,362.08,0,50,0,65.17
331,327.0,903.0,335.99,0,0,0,60.48
332,327.0,904.0,459.33,0,0,0,82.68
333,329.0,905.0,344.55,0,0,1,62.02
334,329.0,906.0,449.54,0,20,0,80.92
335,329.0,907.0,473.9,0,0,0,85.3
336,329.0,908.0,316.76,0,0,0,57.02
337,331.0,914.0,323.42,30,0,0,58.22
338,331.0,915.0,327.7,0,20,0,58.99
339,335.0,917.0,296.82,30,0,0,53.43
340,336.0,919.0,319.86,0,0,0,57.57
341,336.0,920.0,247.67,30,50,0,44.58
342,336.0,921.0,353.93,0,0,0,63.71
343,337.0,923.0,248.57,30,0,0,44.74
344,337.0,925.0,393.15,0,0,0,70.77
345,338.0,927.0,244.54,30,0,0,44.02
346,339.0,930.0,333.71,0,50,0,60.07
347,340.0,931.0,261.37,30,50,0,47.05
348,340.0,932.0,405.3,0,50,0,72.95
349,341.0,935.0,266.46,30,0,0,47.96
350,346.0,951.0,362.24,0,50,0,65.2
351,348.0,952.0,323.05,0,0,0,58.15
352,350.0,960.0,379.13,0,20,0,68.24
353,353.0,966.0,322.8,0,20,0,58.1
354,353.0,968.0,268.62,30,0,0,48.35
355,354.0,969.0,301.74,0,0,1,54.31
356,354.0,971.0,447.92,0,0,0,80.63
357,355.0,975.0,370.1,0,0,0,66.62
358,355.0,976.0,294.53,30,0,0,53.02
359,357.0,984.0,316.95,30,0,0,57.05
360,359.0,992.0,315.77,30,0,0,56.84
361,362.0,994.0,298.93,30,0,0,53.81
362,362.0,996.0,256.36,0,50,0,46.14
363,363.0,999.0,250.94,30,0,0,45.17
364,366.0,1010.0,325.63,0,0,0,58.61
365,367.0,1016.0,376.73,0,0,0,67.81
366,370.0,1022.0,392.67,0,20,0,70.68
367,373.0,1028.0,249.9,30,50,0,44.98
368,375.0,1031.0,367.43,0,50,0,66.14
369,376.0,1033.0,277.25,30,20,0,49.9
370,376.0,1034.0,475.7,0,0,0,85.63
371,376.0,1035.0,320.76,0,0,0,57.74
372,377.0,1036.0,302.93,0,0,0,54.53
373,378.0,1038.0,278.65,30,20,0,50.16
374,378.0,1043.0,251.75,30,50,0,45.32
375,379.0,1044.0,299.8,30,0,0,53.96
376,379.0,1046.0,368.26,0,20,0,66.29
377,379.0,1047.0,326.86,30,0,0,58.83
378,380.0,1050.0,303.7,0,20,0,54.67
379,380.0,1051.0,316.48,0,0,0,56.97
380,382.0,1057.0,404.61,0,0,0,72.83
381,385.0,1063.0,298.27,30,0,0,53.69
382,385.0,1064.0,251.72,30,50,0,45.31
383,386.0,1067.0,291.98,30,0,0,52.56
384,387.0,1069.0,314.79,30,0,0,56.66
385,388.0,1072.0,432.77,0,0,0,77.9
386,389.0,1073.0,371.05,0,0,0,66.79
387,389.0,1074.0,339.99,0,20,0,61.2
388,390.0,1076.0,340.04,0,0,0,61.21
389,391.0,1078.0,309.21,30,0,0,55.66
390,391.0,1079.0,319.5,0,0,0,57.51
391,394.0,1085.0,293.44,0,20,0,52.82
392,395.0,1088.0,300.13,0,50,0,54.02
393,395.0,1090.0,235.18,30,20,0,42.33
394,396.0,1093.0,358.43,0,0,0,64.52
395,397.0,1094.0,271.24,30,20,0,48.82
396,397.0,1097.0,355.9,0,0,0,64.06
397,398.0,1103.0,331.32,0,20,0,59.64
398,399.0,1104.0,322.12,0,0,0,57.98
399,401.0,1112.0,272.66,30,0,0,49.08
400,401.0,1113.0,307.77,30,20,0,55.4
401,402.0,1114.0,311.68,0,0,0,56.1
402,403.0,1119.0,382.37,0,0,0,68.83
403,403.0,1121.0,423.48,0,0,0,76.23
404,404.0,1126.0,300.95,0,0,0,54.17
405,405.0,1127.0,451.37,0,50,0,81.25
406,405.0,1128.0,269.52,30,0,0,48.51
407,406.0,1131.0,300.27,30,20,0,54.05
408,408.0,1135.0,410.08,0,0,0,73.81
409,408.0,1136.0,313.64,30,0,0,56.46
410,409.0,1138.0,280.42,30,20,0,50.48
411,409.0,1139.0,402.76,0,0,0,72.5
412,409.0,1140.0,216.39,30,0,0,38.95
413,413.0,1151.0,323.8,0,0,0,58.28
414,415.0,1153.0,347.99,0,50,0,62.64
415,415.0,1155.0,536.3,0,0,0,96.53
416,417.0,1161.0,180.24,30,0,0,32.44
417,418.0,1163.0,329.57,0,0,0,59.32
418,419.0,1165.0,275.21,30,20,0,49.54
419,420.0,1166.0,289.33,30,0,0,52.08
420,420.0,1169.0,197.47,30,0,0,35.54
421,420.0,1171.0,256.59,0,50,0,46.19
422,422.0,1173.0,309.94,0,20,0,55.79
423,422.0,1174.0,312.06,0,0,0,56.17
424,422.0,1175.0,413.14,0,0,0,74.37
425,423.0,1179.0,290.93,30,20,0,52.37
426,424.0,1180.0,459.81,0,0,0,82.77
427,424.0,1181.0,392.15,0,20,0,70.59
428,424.0,1183.0,360.66,0,0,0,64.92
429,425.0,1186.0,431.42,0,0,0,77.66
430,426.0,1190.0,445.72,0,0,0,80.23
431,427.0,1191.0,308.24,30,0,1,55.48
432,427.0,1192.0,265.38,30,50,0,47.77
433,428.0,1193.0,324.16,0,50,0,58.35
434,428.0,1194.0,312.93,0,0,0,56.33
435,431.0,1197.0,386.97,0,20,0,69.65
436,431.0,1201.0,332.13,0,20,0,59.78
437,431.0,1202.0,503.77,0,20,0,90.68
438,433.0,1207.0,362.09,0,0,0,65.18
439,434.0,1208.0,262.79,30,50,0,47.3
440,437.0,1211.0,340.31,0,0,0,61.26
441,437.0,1214.0,421.81,0,0,0,75.93
442,437.0,1215.0,404.89,0,0,0,72.88
443,438.0,1216.0,308.86,0,50,0,55.59
444,439.0,1217.0,427.46,0,0,0,76.94
445,440.0,1222.0,110.8,30,20,0,19.94
446,441.0,1225.0,324.77,30,0,0,58.46
447,443.0,1230.0,253.42,30,0,0,45.62
448,449.0,1238.0,244.73,30,0,0,44.05
449,449.0,1239.0,485.59,0,0,0,87.41
450,451.0,1241.0,254.65,30,50,0,45.84
451,451.0,1242.0,351.99,0,20,0,63.36
452,453.0,1246.0,248.46,30,50,0,44.72
453,457.0,1251.0,381.29,0,0,0,68.63
454,457.0,1252.0,282.81,30,20,0,50.91
455,457.0,1253.0,161.06,30,0,0,28.99
456,459.0,1259.0,183.94,30,0,0,33.11
457,459.0,1261.0,315.05,0,0,0,56.71
458,461.0,1262.0,251.78,30,50,0,45.32
459,461.0,1263.0,395.2,0,20,0,71.14
460,461.0,1264.0,313.76,0,0,0,56.48
461,462.0,1270.0,219.02,30,0,0,39.42
462,462.0,1272.0,358.03,0,0,1,64.45
463,463.0,1274.0,312.38,30,0,0,56.23
464,466.0,1281.0,320.77,0,20,0,57.74
465,466.0,1282.0,274.93,30,0,0,49.49
466,467.0,1284.0,416.58,0,20,0,74.98
467,470.0,1286.0,375.64,0,0,0,67.62
468,471.0,1289.0,305.83,0,0,0,55.05
469,471.0,1290.0,305.92,0,0,0,55.07
470,472.0,1295.0,283.34,30,0,1,51.0
471,472.0,1297.0,321.15,0,0,0,57.81
472,473.0,1298.0,417.13,0,0,0,75.08
473,474.0,1299.0,383.55,0,0,0,69.04
474,474.0,1300.0,393.45,0,0,0,70.82
475,475.0,1302.0,338.15,0,0,0,60.87
476,475.0,1304.0,486.22,0,0,0,87.52
477,475.0,1305.0,258.68,0,50,0,46.56
478,475.0,1307.0,314.8,30,0,0,56.66
479,475.0,1308.0,467.32,0,20,1,84.12
480,477.0,1310.0,365.37,0,0,0,65.77
481,477.0,1314.0,212.23,30,0,0,38.2
482,478.0,1315.0,338.79,0,50,0,60.98
483,478.0,1317.0,225.5,30,50,0,40.59
484,478.0,1318.0,417.48,0,20,0,75.15
485,479.0,1320.0,375.98,0,0,0,67.68
486,480.0,1321.0,341.93,0,0,0,61.55
487,480.0,1325.0,298.9,30,0,0,53.8
488,481.0,1328.0,329.42,0,0,0,59.3
489,483.0,1334.0,206.06,30,0,0,37.09
490,483.0,1335.0,365.21,0,0,0,65.74
491,485.0,1337.0,351.89,0,50,0,63.34
492,485.0,1340.0,351.36,0,20,0,63.24
493,486.0,1342.0,290.24,0,20,0,52.24
494,486.0,1343.0,311.12,0,0,0,56.0
495,488.0,1345.0,193.28,30,20,0,34.79
496,489.0,1346.0,382.55,0,0,0,68.86
497,490.0,1347.0,351.92,0,0,0,63.35
498,491.0,1348.0,283.33,0,50,0,51.0
499,492.0,1349.0,320.56,30,0,0,57.7
500,494.0,1358.0,375.49,0,0,0,67.59
501,495.0,1361.0,259.32,0,50,0,46.68
502,497.0,1365.0,290.46,30,0,0,52.28
503,497.0,1367.0,159.79,30,0,0,28.76
504,500.0,1371.0,318.9,30,0,0,57.4
505,500.0,1373.0,232.41,30,20,0,41.83
506,501.0,1375.0,310.16,30,0,0,55.83
507,504.0,1381.0,371.41,0,0,0,66.85
508,507.0,1387.0,357.37,0,0,0,64.33
509,509.0,1390.0,449.71,0,0,0,80.95
510,512.0,1393.0,392.8,0,0,0,70.7
511,512.0,1396.0,239.74,30,0,0,43.15
512,514.0,1399.0,262.82,30,0,0,47.31
513,519.0,1414.0,312.43,0,0,0,56.24
514,519.0,1416.0,378.24,0,0,0,68.08
515,520.0,1419.0,341.86,0,0,0,61.53
516,521.0,1423.0,319.74,0,0,0,57.55
517,522.0,1424.0,335.68,0,0,0,60.42
518,522.0,1426.0,398.32,0,20,0,71.7
519,522.0,1427.0,217.83,30,20,0,39.21
520,523.0,1428.0,382.37,0,20,0,68.83
521,523.0,1429.0,195.38,30,20,0,35.17
522,523.0,1431.0,288.6,30,0,0,51.95
523,523.0,1432.0,399.84,0,0,0,71.97
524,527.0,1436.0,334.85,0,20,0,60.27
525,528.0,1443.0,293.17,30,20,0,52.77
526,528.0,1444.0,272.1,30,0,0,48.98
527,528.0,1445.0,331.03,0,20,0,59.59
528,529.0,1448.0,202.41,30,0,0,36.43
529,529.0,1449.0,553.1,0,20,0,99.56
530,529.0,1450.0,329.03,0,20,0,59.23
531,532.0,1459.0,324.07,0,20,0,58.33
532,533.0,1460.0,263.27,30,20,0,47.39
533,533.0,1462.0,105.41,30,50,0,18.97
534,533.0,1463.0,360.48,0,0,0,64.89
535,534.0,1466.0,572.79,0,20,0,103.1
536,538.0,1471.0,320.99,0,20,0,57.78
537,539.0,1474.0,333.87,0,0,0,60.1
538,540.0,1478.0,365.66,0,20,0,65.82
539,540.0,1480.0,258.18,30,20,0,46.47
540,541.0,1484.0,335.57,0,0,0,60.4
541,542.0,1486.0,386.54,0,0,0,69.58
542,542.0,1487.0,330.69,0,0,0,59.52
543,546.0,1490.0,168.29,30,20,0,30.29
544,547.0,1492.0,488.04,0,0,0,87.85
545,547.0,1499.0,425.17,0,0,0,76.53
546,549.0,1503.0,180.73,30,0,0,32.53
547,551.0,1506.0,291.41,30,0,0,52.45
548,551.0,1508.0,323.49,30,0,0,58.23
549,552.0,1512.0,320.82,0,50,0,57.75
550,552.0,1513.0,402.78,0,0,0,72.5
551,554.0,1518.0,402.42,0,0,0,72.44
552,557.0,1522.0,333.89,0,0,0,60.1
553,559.0,1526.0,224.39,30,0,0,40.39
554,560.0,1528.0,359.5,0,0,0,64.71
555,561.0,1529.0,444.71,0,0,0,80.05
556,562.0,1530.0,292.01,0,20,0,52.56
557,564.0,1534.0,341.09,0,0,0,61.4
558,564.0,1535.0,278.99,30,20,0,50.22
559,564.0,1537.0,239.1,30,0,0,43.04
560,566.0,1541.0,327.86,30,0,0,59.01
561,566.0,1542.0,305.84,30,0,0,55.05
562,566.0,1543.0,290.3,30,0,0,52.25
563,568.0,1545.0,373.93,0,20,0,67.31
564,569.0,1547.0,321.12,30,0,0,57.8
565,570.0,1552.0,298.63,30,0,0,53.75
566,573.0,1557.0,337.99,0,0,0,60.84
567,574.0,1561.0,342.62,0,0,0,61.67
568,576.0,1565.0,314.72,30,0,0,56.65
569,577.0,1566.0,225.52,30,0,0,40.59
570,578.0,1572.0,374.7,0,0,0,67.45
571,579.0,1579.0,258.83,0,50,0,46.59
