user_id,city,device,user_type,signup_date
113,Delhi,Android,New,2025-07-14
114,Chennai,iOS,Returning,2025-04-10
115,Bangalore,iOS,Returning,2026-03-18
116,Hyderabad,Android,Returning,2026-03-10
117,Chennai,Android,Returning,2026-04-24
118,Chennai,Android,Returning,2025-02-25
119,Delhi,Android,New,2025-04-11
120,Chennai,Android,New,2026-02-17
121,Delhi,iOS,Returning,2025-12-14
122,Mumbai,iOS,Returning,2025-09-12
123,Pune,Android,Returning,2025-07-14
124,Mumbai,Android,Returning,2026-04-05
125,Mumbai,iOS,Returning,2026-03-09
126,Hyderabad,Android,Returning,2025-10-13
127,Delhi,iOS,New,2025-09-13
128,Pune,Android,Returning,2026-03-30
129,Delhi,iOS,Returning,2025-04-11
130,Delhi,Android,New,2025-01-16
131,Mumbai,Android,Returning,2025-08-31
132,Hyderabad,Android,Returning,2026-02-21
133,Mumbai,iOS,Returning,2026-05-08
134,Delhi,Android,Returning,2026-02-15
135,Hyderabad,Android,New,2025-06-18
136,Hyderabad,iOS,Returning,2025-01-03
137,Hyderabad,iOS,Returning,2025-09-29
138,Hyderabad,Android,Returning,2025-10-20
139,Mumbai,Android,Returning,2026-05-14
140,Bangalore,Android,Returning,2025-07-14
141,Delhi,iOS,New,2025-08-11
142,Chennai,Android,New,2025-03-04
143,Delhi,Android,New,2025-11-18
144,Pune,Android,Returning,2025-02-21
145,Pune,Android,Returning,2026-05-04
146,Delhi,Android,New,2025-06-11
147,Delhi,iOS,Returning,2026-06-05
148,Delhi,Android,Returning,2025-07-10
149,Chennai,Android,New,2025-03-11
150,Hyderabad,Android,New,2025-08-29
151,Pune,Android,Returning,2025-05-03
152,Pune,Android,Returning,2025-09-10
153,Pune,Android,Returning,2025-02-10
154,Hyderabad,Android,New,2025-03-25
155,Bangalore,Android,New,2026-06-20
156,Mumbai,Android,New,2025-09-25
157,Mumbai,Android,Returning,2025-11-18
158,Hyderabad,iOS,Returning,2025-09-29
159,Chennai,Android,New,2025-05-15
160,Hyderabad,Android,New,2025-11-04
161,Delhi,Android,Returning,2025-11-20
162,Hyderabad,Android,New,2025-01-10
163,Delhi,iOS,Returning,2025-04-13
164,Pune,Android,Returning,2025-08-07
165,Mumbai,Android,New,2025-09-29
166,Delhi,Android,Returning,2025-12-24
167,Bangalore,Android,New,2025-09-08
168,Mumbai,Android,New,2025-10-19
169,Pune,iOS,Returning,2026-03-25
170,Pune,Android,New,2025-11-06
171,Chennai,Android,Returning,2025-01-09
172,Chennai,Android,Returning,2025-11-03
173,Mumbai,Android,Returning,2025-04-17
174,Delhi,Android,New,2025-09-28
175,Chennai,Android,Returning,2025-04-20
176,Bangalore,Android,Returning,2025-06-09
177,Pune,Android,New,2025-10-16
178,Chennai,Android,Returning,2025-08-04
179,Mumbai,Android,Returning,2025-12-18
180,Pune,iOS,Returning,2025-09-28
181,Bangalore,Android,Returning,2026-05-16
182,Delhi,Android,Returning,2025-02-22
183,Bangalore,iOS,Returning,2026-03-10
184,Delhi,iOS,Returning,2025-02-15
185,Mumbai,Android,New,2025-12-08
186,Mumbai,Android,New,2025-09-26
187,Pune,Android,Returning,2026-03-29
188,Pune,Android,New,2026-03-14
189,Delhi,iOS,New,2025-01-10
190,Chennai,iOS,New,2025-03-19
191,Pune,Android,Returning,2025-06-02
192,Bangalore,Android,Returning,2025-02-06
193,Hyderabad,Android,Returning,2025-06-01
194,Delhi,Android,New,2025-05-11
195,Bangalore,Android,Returning,2025-11-12
196,Bangalore,iOS,Returning,2025-02-10
197,Chennai,Android,Returning,2025-08-04
198,Chennai,Android,Returning,2025-09-13
199,Bangalore,iOS,Returning,2025-04-16
200,Pune,Android,Returning,2026-02-21
201,Mumbai,Android,Returning,2025-06-08
202,Mumbai,Android,Returning,2025-06-16
203,Delhi,Android,Returning,2026-02-27
204,Chennai,Android,New,2025-07-03
205,Hyderabad,iOS,New,2025-12-07
206,Bangalore,Android,Returning,2025-09-12
207,Chennai,iOS,Returning,2025-06-13
208,Hyderabad,Android,Returning,2025-04-21
209,Hyderabad,Android,New,2025-02-09
210,Mumbai,Android,Returning,2025-08-16
211,Bangalore,Android,Returning,2026-04-17
212,Mumbai,Android,Returning,2025-11-09
213,Delhi,Android,Returning,2025-08-17
214,Hyderabad,Android,Returning,2025-07-17
215,Bangalore,Android,New,2025-12-03
216,Bangalore,Android,Returning,2025-03-13
217,Chennai,Android,New,2025-12-26
218,Hyderabad,Android,Returning,2026-06-06
219,Delhi,Android,Returning,2025-12-06
220,Bangalore,Android,New,2025-04-29
221,Pune,Android,Returning,2025-07-02
222,Delhi,Android,Returning,2025-09-29
223,Pune,iOS,Returning,2025-04-22
224,Bangalore,iOS,Returning,2026-03-21
225,Hyderabad,Android,New,2025-11-18
226,Delhi,Android,Returning,2026-06-08
227,Pune,Android,Returning,2026-01-30
228,Bangalore,Android,Returning,2025-07-14
229,Chennai,Android,Returning,2025-02-15
230,Delhi,Android,New,2026-03-23
231,Pune,Android,Returning,2026-06-17
232,Bangalore,Android,Returning,2025-07-21
233,Delhi,iOS,Returning,2026-03-18
234,Pune,Android,Returning,2025-12-05
235,Chennai,Android,Returning,2025-11-18
236,Chennai,Android,Returning,2025-05-08
237,Pune,Android,Returning,2025-11-04
238,Chennai,Android,Returning,2025-11-13
239,Bangalore,Android,Returning,2026-02-23
240,Chennai,iOS,Returning,2026-02-17
241,Pune,Android,Returning,2025-10-30
242,Mumbai,Android,Returning,2025-05-11
243,Chennai,Android,Returning,2026-03-07
244,Chennai,Android,New,2026-01-24
245,Pune,iOS,Returning,2025-06-28
246,Hyderabad,Android,Returning,2025-11-05
247,Bangalore,Android,New,2025-01-01
248,Mumbai,Android,Returning,2025-10-21
249,Pune,Android,New,2026-03-17
250,Hyderabad,iOS,Returning,2025-11-26
251,Hyderabad,Android,Returning,2026-03-29
252,Pune,Android,Returning,2025-08-07
253,Chennai,Android,New,2026-04-30
254,Chennai,iOS,Returning,2025-06-23
255,Bangalore,iOS,Returning,2025-03-28
256,Chennai,Android,Returning,2026-06-12
257,Delhi,iOS,Returning,2025-12-10
258,Chennai,Android,New,2025-08-29
259,Mumbai,Android,Returning,2025-11-14
260,Mumbai,iOS,New,2025-07-23
261,Delhi,Android,Returning,2025-01-26
262,Hyderabad,iOS,Returning,2025-09-08
263,Hyderabad,iOS,Returning,2025-03-16
264,Chennai,Android,New,2026-03-01
265,Chennai,Android,Returning,2025-07-19
266,Hyderabad,iOS,Returning,2026-01-29
267,Mumbai,iOS,Returning,2026-02-14
268,Chennai,Android,Returning,2025-06-01
269,Delhi,iOS,New,2025-01-06
270,Mumbai,Android,New,2026-03-12
271,Chennai,iOS,Returning,2025-06-30
272,Hyderabad,Android,Returning,2026-06-15
273,Pune,Android,Returning,2025-02-21
274,Delhi,Android,Returning,2025-09-13
275,Mumbai,Android,Returning,2026-04-13
276,Chennai,Android,Returning,2026-04-21
277,Hyderabad,Android,Returning,2025-11-21
278,Hyderabad,iOS,Returning,2026-06-01
279,Mumbai,Android,New,2026-04-02
280,Hyderabad,Android,Returning,2026-05-02
281,Mumbai,Android,New,2025-09-23
282,Pune,Android,New,2025-10-11
283,Chennai,Android,Returning,2026-05-12
284,Bangalore,Android,Returning,2025-09-02
285,Delhi,iOS,New,2026-03-27
286,Mumbai,Android,Returning,2025-10-20
287,Bangalore,Android,Returning,2025-10-06
288,Pune,iOS,Returning,2025-11-24
289,Mumbai,Android,Returning,2025-03-24
290,Mumbai,Android,New,2025-06-04
291,Chennai,Android,Returning,2026-01-28
292,Chennai,Android,New,2025-06-06
293,Delhi,Android,New,2025-08-08
294,Hyderabad,Android,New,2026-03-01
295,Pune,Android,New,2025-12-05
296,Hyderabad,Android,Returning,2026-04-23
297,Mumbai,Android,New,2025-03-05
298,Hyderabad,iOS,Returning,2026-03-07
299,Pune,Android,New,2025-01-21
300,Hyderabad,Android,New,2026-01-25
301,Bangalore,Android,New,2025-01-07
302,Hyderabad,Android,New,2025-11-02
303,Pune,Android,Returning,2026-03-06
304,Hyderabad,Android,Returning,2025-08-14
305,Bangalore,Android,Returning,2025-08-13
306,Hyderabad,Android,Returning,2026-03-23
307,Hyderabad,Android,New,2025-01-30
308,Chennai,iOS,Returning,2025-12-11
309,Chennai,Android,New,2026-02-19
310,Hyderabad,iOS,Returning,2025-06-19
311,Pune,Android,New,2025-05-11
312,Hyderabad,Android,Returning,2025-01-28
313,Delhi,Android,Returning,2025-01-28
314,Mumbai,Android,Returning,2026-03-15
315,Mumbai,Android,New,2026-04-18
316,Bangalore,Android,Returning,2025-02-21
317,Bangalore,Android,Returning,2026-01-24
318,Hyderabad,Android,Returning,2025-08-05
319,Bangalore,Android,New,2025-12-01
320,Bangalore,Android,Returning,2026-01-24
321,Bangalore,Android,New,2026-03-08
322,Hyderabad,Android,New,2025-03-25
323,Chennai,Android,Returning,2025-01-20
324,Bangalore,Android,Returning,2025-02-23
325,Chennai,Android,Returning,2025-08-18
326,Chennai,Android,Returning,2025-03-12
327,Delhi,Android,Returning,2025-02-11
328,Mumbai,Android,New,2025-09-11
329,Pune,Android,Returning,2025-01-21
330,Mumbai,Android,Returning,2025-06-06
331,Hyderabad,Android,Returning,2025-05-10
332,Pune,Android,New,2025-04-28
333,Hyderabad,Android,New,2025-08-12
334,Bangalore,Android,New,2025-09-20
335,Pune,Android,New,2025-06-21
336,Mumbai,Android,Returning,2025-04-28
337,Delhi,Android,Returning,2025-11-15
338,Bangalore,Android,Returning,2025-01-27
339,Hyderabad,Android,Returning,2026-01-20
340,Delhi,iOS,Returning,2025-07-23
341,Delhi,iOS,New,2025-09-06
342,Chennai,Android,Returning,2025-11-05
343,Pune,iOS,Returning,2025-05-04
344,Bangalore,Android,New,2025-02-12
345,Chennai,Android,New,2026-03-15
346,Delhi,Android,Returning,2026-01-15
347,Chennai,Android,New,2026-06-03
348,Delhi,Android,Returning,2025-12-16
349,Hyderabad,Android,Returning,2026-03-07
350,Hyderabad,Android,Returning,2025-04-19
351,Chennai,Android,New,2026-01-06
352,Chennai,Android,New,2026-04-16
353,Hyderabad,Android,Returning,2025-06-06
354,Chennai,Android,Returning,2025-06-30
355,Chennai,Android,Returning,2026-06-19
356,Pune,Android,Returning,2025-10-04
357,Hyderabad,Android,Returning,2026-05-11
358,Chennai,Android,Returning,2026-03-23
359,Bangalore,iOS,Returning,2025-10-02
360,Delhi,Android,Returning,2025-09-09
361,Hyderabad,iOS,New,2025-10-13
362,Hyderabad,Android,Returning,2025-09-07
363,Bangalore,Android,Returning,2026-01-24
364,Hyderabad,Android,Returning,2025-01-30
365,Mumbai,Android,New,2025-11-29
366,Mumbai,Android,Returning,2026-05-15
367,Bangalore,Android,Returning,2025-12-30
368,Bangalore,Android,Returning,2025-12-15
369,Pune,Android,Returning,2025-10-10
370,Pune,Android,Returning,2025-01-11
371,Delhi,Android,New,2025-07-15
372,Chennai,Android,Returning,2025-09-05
373,Hyderabad,Android,Returning,2026-02-21
374,Chennai,Android,Returning,2025-09-04
375,Chennai,iOS,Returning,2026-05-03
376,Hyderabad,Android,Returning,2026-05-18
377,Delhi,Android,New,2025-01-18
378,Mumbai,Android,Returning,2025-10-29
379,Chennai,Android,Returning,2026-02-19
380,Bangalore,iOS,Returning,2025-09-07
381,Hyderabad,Android,New,2026-01-13
382,Hyderabad,Android,Returning,2025-12-19
383,Bangalore,Android,Returning,2025-12-05
384,Bangalore,Android,Returning,2026-04-10
385,Bangalore,Android,Returning,2025-11-10
386,Delhi,Android,Returning,2025-08-25
387,Bangalore,Android,Returning,2025-07-17
388,Chennai,Android,New,2025-05-03
389,Mumbai,Android,Returning,2025-07-09
390,Chennai,Android,Returning,2025-08-10
391,Bangalore,Android,Returning,2026-05-11
392,Pune,Android,New,2026-06-22
393,Delhi,Android,Returning,2025-10-17
394,Bangalore,Android,Returning,2025-07-18
395,Bangalore,Android,Returning,2025-08-21
396,Bangalore,Android,Returning,2025-07-03
397,Chennai,Android,Returning,2025-01-15
398,Bangalore,Android,Returning,2025-05-10
399,Delhi,iOS,Returning,2025-02-16
400,Chennai,Android,Returning,2025-10-27
401,Chennai,Android,New,2025-05-10
402,Delhi,Android,Returning,2026-05-18
403,Pune,Android,Returning,2025-01-13
404,Hyderabad,iOS,Returning,2025-10-19
405,Hyderabad,Android,New,2026-05-06
406,Mumbai,iOS,Returning,2025-12-15
407,Bangalore,Android,Returning,2025-02-22
408,Delhi,iOS,Returning,2026-05-05
409,Hyderabad,Android,Returning,2025-03-08
410,Delhi,Android,New,2026-05-19
411,Mumbai,iOS,New,2025-02-24
412,Pune,Android,Returning,2025-06-02
413,Delhi,Android,Returning,2025-11-08
414,Delhi,Android,New,2025-09-12
415,Pune,Android,Returning,2026-03-03
416,Pune,Android,Returning,2025-08-20
417,Hyderabad,Android,New,2026-01-25
418,Bangalore,Android,Returning,2026-03-30
419,Bangalore,iOS,Returning,2026-03-16
420,Pune,Android,Returning,2025-03-03
421,Mumbai,Android,Returning,2025-04-12
422,Bangalore,Android,Returning,2025-08-05
423,Mumbai,Android,Returning,2025-03-25
424,Mumbai,Android,Returning,2025-09-03
425,Mumbai,Android,Returning,2025-03-18
426,Hyderabad,Android,Returning,2025-01-03
427,Chennai,Android,Returning,2026-04-07
428,Bangalore,Android,New,2026-04-27
429,Mumbai,Android,Returning,2025-02-03
430,Chennai,Android,New,2025-10-23
431,Chennai,Android,Returning,2025-10-17
432,Delhi,Android,Returning,2026-04-10
433,Bangalore,Android,Returning,2025-08-28
434,Hyderabad,Android,New,2025-07-22
435,Pune,iOS,Returning,2025-04-28
436,Chennai,Android,New,2025-08-19
437,Bangalore,Android,Returning,2025-06-02
438,Delhi,Android,New,2025-05-26
439,Mumbai,Android,Returning,2025-03-03
440,Pune,Android,New,2025-11-11
441,Hyderabad,Android,Returning,2025-10-23
442,Hyderabad,Android,New,2025-05-08
443,Chennai,Android,New,2025-11-08
444,Bangalore,Android,New,2026-02-17
445,Pune,Android,New,2026-05-28
446,Hyderabad,Android,Returning,2026-05-21
447,Pune,iOS,Returning,2025-03-24
448,Hyderabad,Android,New,2025-02-10
449,Pune,Android,Returning,2025-11-27
450,Delhi,Android,New,2025-09-14
451,Mumbai,Android,New,2025-04-04
452,Chennai,Android,Returning,2025-01-22
453,Pune,Android,Returning,2025-10-03
454,Mumbai,iOS,New,2025-02-11
455,Pune,Android,Returning,2026-04-27
456,Bangalore,Android,New,2026-03-29
457,Pune,Android,Returning,2025-07-05
458,Chennai,Android,Returning,2026-03-23
459,Delhi,Android,Returning,2026-05-19
460,Bangalore,Android,New,2026-04-27
461,Bangalore,iOS,Returning,2026-02-23
462,Chennai,iOS,Returning,2025-11-25
463,Mumbai,Android,New,2025-04-18
464,Hyderabad,Android,Returning,2025-12-04
465,Bangalore,Android,New,2026-05-23
466,Pune,Android,Returning,2026-02-15
467,Hyderabad,iOS,Returning,2025-02-07
468,Bangalore,Android,New,2025-04-01
469,Bangalore,Android,Returning,2025-09-16
470,Hyderabad,Android,Returning,2025-04-29
471,Delhi,Android,Returning,2026-06-11
472,Hyderabad,Android,Returning,2026-04-19
473,Mumbai,Android,New,2025-02-25
474,Bangalore,Android,Returning,2026-06-15
475,Chennai,iOS,Returning,2026-05-26
476,Delhi,Android,Returning,2026-03-29
477,Bangalore,Android,Returning,2025-07-28
478,Bangalore,Android,Returning,2025-05-15
479,Chennai,Android,New,2026-03-25
480,Delhi,Android,Returning,2026-05-12
481,Chennai,Android,Returning,2025-01-30
482,Chennai,Android,Returning,2025-09-03
483,Bangalore,Android,Returning,2025-06-12
484,Pune,Android,New,2025-01-15
485,Delhi,Android,Returning,2026-02-22
486,Delhi,Android,Returning,2025-08-19
487,Delhi,Android,New,2026-04-18
488,Hyderabad,Android,New,2025-06-07
489,Pune,Android,New,2025-10-26
490,Hyderabad,Android,Returning,2025-10-07
491,Hyderabad,Android,Returning,2026-05-10
492,Hyderabad,Android,New,2025-09-07
493,Hyderabad,Android,Returning,2025-05-29
494,Pune,Android,Returning,2025-07-15
495,Chennai,Android,Returning,2026-06-05
496,Delhi,Android,Returning,2025-05-20
497,Hyderabad,Android,Returning,2025-10-10
498,Pune,Android,New,2025-12-15
499,Delhi,iOS,New,2025-10-01
500,Chennai,iOS,Returning,2025-10-17
501,Pune,Android,Returning,2025-11-02
502,Mumbai,iOS,Returning,2026-05-17
503,Pune,iOS,Returning,2026-04-03
504,Bangalore,Android,Returning,2026-05-11
505,Pune,Android,Returning,2025-12-07
506,Hyderabad,Android,Returning,2026-01-22
507,Mumbai,iOS,New,2025-11-26
508,Pune,Android,Returning,2025-09-02
509,Mumbai,Android,Returning,2026-01-28
510,Delhi,iOS,New,2026-02-25
511,Chennai,Android,New,2025-11-22
512,Chennai,iOS,Returning,2026-04-30
513,Hyderabad,iOS,Returning,2026-01-26
514,Hyderabad,iOS,Returning,2025-06-05
515,Mumbai,Android,Returning,2025-02-07
516,Pune,Android,Returning,2026-05-30
517,Delhi,Android,New,2025-12-06
518,Delhi,Android,Returning,2026-03-27
519,Hyderabad,Android,Returning,2026-06-23
520,Chennai,Android,New,2025-01-16
521,Hyderabad,Android,Returning,2025-05-28
522,Delhi,Android,Returning,2025-06-08
523,Bangalore,iOS,Returning,2026-04-26
524,Pune,Android,New,2025-12-13
525,Chennai,iOS,New,2026-02-12
526,Bangalore,iOS,Returning,2025-03-24
527,Bangalore,iOS,Returning,2026-01-25
528,Pune,iOS,Returning,2026-05-15
529,Pune,Android,Returning,2025-02-06
530,Mumbai,Android,Returning,2025-03-12
531,Mumbai,iOS,Returning,2025-10-22
532,Hyderabad,Android,Returning,2025-04-03
533,Chennai,Android,Returning,2025-04-11
534,Hyderabad,Android,New,2025-04-13
535,Chennai,Android,New,2025-06-20
536,Delhi,Android,New,2025-11-03
537,Bangalore,Android,New,2025-02-17
538,Bangalore,iOS,Returning,2025-02-27
539,Bangalore,Android,Returning,2026-01-03
540,Mumbai,Android,Returning,2026-03-18
541,Pune,Android,New,2025-09-08
542,Pune,Android,Returning,2026-02-26
543,Mumbai,iOS,Returning,2025-07-04
544,Delhi,Android,New,2025-06-29
545,Pune,iOS,New,2026-01-27
546,Hyderabad,iOS,Returning,2025-09-04
547,Mumbai,Android,Returning,2025-05-27
548,Chennai,Android,New,2026-04-18
549,Hyderabad,Android,New,2025-09-18
550,Chennai,Android,Returning,2025-09-19
551,Hyderabad,Android,Returning,2025-01-10
552,Chennai,iOS,Returning,2025-10-22
553,Delhi,iOS,New,2025-06-11
554,Bangalore,Android,Returning,2026-03-29
555,Chennai,Android,New,2025-11-03
556,Chennai,iOS,New,2026-03-11
557,Hyderabad,Android,Returning,2025-09-14
558,Mumbai,Android,Returning,2025-11-06
559,Hyderabad,Android,Returning,2026-01-29
560,Mumbai,Android,New,2025-04-20
561,Pune,iOS,Returning,2026-01-26
562,Pune,iOS,Returning,2026-01-03
563,Chennai,Android,Returning,2025-10-30
564,Delhi,Android,Returning,2025-10-30
565,Bangalore,Android,New,2026-02-10
566,Pune,Android,Returning,2025-01-09
567,Pune,Android,New,2025-02-20
568,Bangalore,Android,New,2026-05-24
569,Pune,iOS,Returning,2025-08-24
570,Mumbai,Android,Returning,2025-12-27
571,Pune,iOS,New,2025-07-14
572,Chennai,Android,Returning,2025-09-14
573,Chennai,Android,Returning,2025-05-21
574,Chennai,Android,Returning,2025-04-10
575,Bangalore,iOS,Returning,2025-02-10
576,Delhi,Android,Returning,2026-03-28
577,Chennai,Android,Returning,2026-01-09
578,Delhi,Android,Returning,2025-05-15
579,Bangalore,Android,Returning,2025-10-30
580,Mumbai,iOS,New,2026-03-02
581,Mumbai,iOS,New,2025-07-25
582,Pune,Android,Returning,2026-01-10
583,Bangalore,Android,Returning,2026-05-29
584,Bangalore,iOS,Returning,2025-06-18
585,Bangalore,Android,New,2026-05-09
586,Delhi,Android,Returning,2025-12-13
587,Delhi,Android,New,2026-04-25
588,Mumbai,Android,Returning,2025-05-25
589,Pune,Android,New,2026-02-11
590,Delhi,Android,Returning,2026-01-10
591,Delhi,iOS,New,2026-02-09
592,Pune,Android,Returning,2025-09-28
593,Hyderabad,Android,Returning,2025-05-07
594,Chennai,Android,New,2026-01-13
595,Pune,Android,Returning,2025-09-26
596,Chennai,Android,Returning,2026-01-26
597,Delhi,Android,Returning,2026-01-16
598,Hyderabad,Android,Returning,2025-08-28
599,Pune,iOS,Returning,2025-01-26
600,Pune,Android,New,2025-12-02
601,Chennai,Android,New,2025-08-15
602,Chennai,Android,New,2025-03-06
603,Chennai,Android,Returning,2026-04-21
604,Chennai,Android,Returning,2025-11-06
605,Delhi,Android,Returning,2026-02-23
606,Delhi,Android,Returning,2025-05-24
607,Bangalore,Android,Returning,2025-02-08
608,Delhi,Android,New,2026-05-20
609,Mumbai,Android,Returning,2025-04-10
610,Hyderabad,Android,New,2025-05-19
611,Bangalore,iOS,New,2026-04-10
612,Pune,Android,Returning,2026-03-06
613,Hyderabad,Android,Returning,2025-06-08
614,Hyderabad,Android,New,2025-04-12
615,Bangalore,iOS,Returning,2026-02-22
616,Chennai,iOS,New,2025-02-03
617,Mumbai,Android,New,2026-01-15
618,Hyderabad,Android,Returning,2026-03-31
619,Bangalore,iOS,Returning,2025-08-30
620,Chennai,iOS,New,2025-04-12
621,Pune,iOS,Returning,2026-01-12
622,Delhi,Android,Returning,2026-01-03
623,Bangalore,Android,Returning,2026-02-12
624,Delhi,Android,New,2025-07-14
625,Delhi,iOS,Returning,2026-04-11
626,Chennai,Android,Returning,2025-08-06
627,Delhi,Android,New,2025-01-22
628,Mumbai,Android,Returning,2025-12-08
629,Pune,Android,Returning,2025-05-09
630,Delhi,Android,Returning,2025-07-30
631,Pune,Android,Returning,2025-08-01
632,Mumbai,Android,Returning,2025-08-10
633,Mumbai,Android,New,2025-12-03
634,Bangalore,Android,Returning,2025-01-03
635,Mumbai,Android,New,2025-05-29
636,Mumbai,Android,Returning,2025-09-14
637,Chennai,Android,New,2025-04-23
638,Mumbai,Android,New,2025-01-27
639,Bangalore,Android,Returning,2025-01-16
640,Pune,Android,Returning,2025-09-01
641,Delhi,Android,Returning,2025-11-28
642,Bangalore,Android,New,2025-06-28
643,Mumbai,Android,Returning,2025-02-23
644,Pune,Android,Returning,2026-03-08
645,Chennai,Android,New,2025-04-27
646,Hyderabad,Android,New,2025-03-07
647,Bangalore,Android,Returning,2026-04-05
648,Pune,iOS,New,2026-06-10
649,Hyderabad,Android,New,2025-04-22
650,Mumbai,Android,Returning,2026-05-31
651,Chennai,Android,Returning,2025-02-14
652,Bangalore,Android,Returning,2026-06-18
653,Chennai,Android,Returning,2026-04-15
654,Delhi,Android,Returning,2025-02-01
655,Hyderabad,Android,Returning,2026-05-06
656,Chennai,Android,Returning,2026-03-13
657,Hyderabad,Android,Returning,2025-04-21
658,Delhi,Android,Returning,2026-03-31
659,Bangalore,Android,Returning,2025-03-24
660,Delhi,Android,New,2025-06-01
661,Bangalore,Android,New,2025-05-10
662,Hyderabad,iOS,New,2025-11-29
663,Hyderabad,iOS,New,2025-10-29
664,Pune,Android,Returning,2026-06-02
