order_id,user_id,checkout_id,order_value,delivery_fee,coupon_value,cancelled,margin
160,167,423,283.72,30,20,0,51.07
161,168,426,320.63,0,0,0,57.71
162,168,427,307.07,30,0,0,55.27
163,169,429,387.09,0,20,0,69.68
164,172,436,272.1,30,20,0,48.98
165,175,441,351.94,0,0,0,63.35
166,176,443,318.74,0,0,0,57.37
167,176,444,346.37,0,0,0,62.35
168,176,446,515.51,0,0,0,92.79
169,176,447,346.26,0,50,0,62.33
170,179,456,329.64,0,50,0,59.34
171,180,458,310.15,0,50,0,55.83
172,181,459,425.18,0,0,0,76.53
173,181,463,262.26,30,0,0,47.21
174,182,465,325.87,30,0,0,58.66
175,183,468,220.42,30,50,0,39.68
176,183,470,285.38,30,20,0,51.37
177,184,471,347.83,0,0,0,62.61
178,184,472,304.23,0,20,0,54.76
179,184,473,327.75,0,0,0,59.0
180,186,477,259.65,30,20,0,46.74
181,187,478,333.95,0,0,0,60.11
182,187,480,314.66,30,0,0,56.64
183,187,483,388.67,0,0,0,69.96
184,189,486,382.07,0,0,0,68.77
185,190,489,404.38,0,0,0,72.79
186,191,490,265.28,30,20,0,47.75
187,192,491,283.12,0,50,1,50.96
188,192,492,328.18,30,0,0,59.07
189,193,495,499.81,0,0,0,89.97
190,193,497,225.03,30,0,0,40.51
191,195,505,265.73,30,50,0,47.83
192,196,507,429.34,0,0,0,77.28
193,198,512,336.39,0,50,0,60.55
194,199,514,331.19,0,0,0,59.61
195,200,518,308.11,0,50,0,55.46
196,201,521,282.58,30,0,0,50.86
197,201,522,264.08,30,0,0,47.53
198,203,527,313.32,0,0,0,56.4
199,203,529,281.19,0,50,0,50.61
200,204,536,325.77,0,20,0,58.64
201,207,543,273.72,30,50,0,49.27
202,208,545,225.57,30,50,0,40.6
203,208,546,320.18,30,0,0,57.63
204,208,548,252.77,30,0,0,45.5
205,208,550,352.52,0,50,0,63.45
206,211,556,472.68,0,0,0,85.08
207,212,559,185.76,30,0,0,33.44
208,215,568,261.83,30,50,0,47.13
209,216,570,413.85,0,20,0,74.49
210,216,571,307.75,0,20,0,55.4
211,216,573,315.88,0,0,0,56.86
212,216,576,322.06,0,0,0,57.97
213,216,578,384.28,0,0,0,69.17
214,218,580,302.71,0,0,0,54.49
215,218,581,306.98,30,0,0,55.26
216,218,583,461.61,0,0,0,83.09
217,219,587,205.11,30,20,0,36.92
218,222,589,259.18,30,50,0,46.65
219,222,591,324.89,0,0,0,58.48
220,224,595,365.57,0,50,0,65.8
221,225,597,319.96,0,0,0,57.59
222,226,598,281.04,0,50,0,50.59
223,230,606,370.03,0,20,0,66.61
224,231,608,330.11,0,50,0,59.42
225,232,611,297.32,0,50,0,53.52
226,232,613,247.11,30,0,0,44.48
227,233,615,347.33,0,0,0,62.52
228,235,619,427.38,0,20,0,76.93
229,235,620,300.83,0,0,0,54.15
230,237,628,215.28,30,50,0,38.75
231,238,630,367.18,0,0,0,66.09
232,238,632,370.27,0,20,0,66.65
233,239,634,471.58,0,0,0,84.88
234,239,636,365.8,0,20,0,65.84
235,239,637,196.55,30,0,0,35.38
236,240,638,311.1,0,0,0,56.0
237,241,642,246.03,30,50,0,44.29
238,241,644,439.55,0,0,0,79.12
239,242,645,50.0,30,50,0,9.0
240,242,646,406.01,0,50,0,73.08
241,242,647,520.35,0,0,0,93.66
242,243,651,342.56,0,0,0,61.66
243,243,652,358.62,0,50,0,64.55
244,244,653,344.74,0,50,0,62.05
245,245,654,579.48,0,50,0,104.31
246,245,656,453.14,0,0,0,81.57
247,247,661,341.53,0,0,0,61.48
248,248,665,362.44,0,0,0,65.24
249,248,666,331.1,0,0,0,59.6
250,249,668,319.84,30,0,0,57.57
251,250,669,250.76,30,20,0,45.14
252,250,671,449.49,0,50,1,80.91
253,250,672,399.24,0,0,0,71.86
254,250,674,167.79,30,0,0,30.2
255,252,681,270.28,30,20,0,48.65
256,252,683,173.95,30,50,0,31.31
257,254,686,337.25,0,20,0,60.7
258,255,691,199.66,30,0,0,35.94
259,256,694,234.63,30,50,0,42.23
260,256,695,391.93,0,0,0,70.55
261,256,697,384.52,0,50,0,69.21
262,256,698,320.61,0,0,0,57.71
263,257,702,315.53,0,0,0,56.8
264,259,704,323.14,0,0,0,58.17
265,261,710,274.06,30,20,0,49.33
266,262,717,295.63,30,0,1,53.21
267,262,718,415.11,0,0,0,74.72
268,263,721,372.89,0,0,0,67.12
269,263,723,382.99,0,20,0,68.94
270,264,724,262.45,0,50,0,47.24
271,266,731,310.98,0,0,0,55.98
272,266,733,312.94,0,0,0,56.33
273,267,734,163.45,30,50,0,29.42
274,268,738,429.99,0,0,0,77.4
275,271,742,273.78,30,50,0,49.28
276,272,744,376.41,0,0,0,67.75
277,273,746,152.06,30,0,0,27.37
278,274,749,279.02,0,50,0,50.22
279,274,751,377.8,0,0,0,68.0
280,274,752,420.84,0,0,0,75.75
281,274,753,391.61,0,20,0,70.49
282,275,757,86.67,30,50,0,15.6
283,276,760,360.09,0,20,0,64.82
284,277,762,376.03,0,20,0,67.69
285,278,764,376.75,0,50,0,67.82
286,279,768,314.7,0,0,0,56.65
287,280,770,346.25,0,0,0,62.32
288,280,771,319.04,30,0,0,57.43
289,280,775,204.74,30,50,0,36.85
290,280,776,324.56,0,0,0,58.42
291,280,778,185.21,30,50,0,33.34
292,283,782,278.27,30,50,0,50.09
293,283,784,306.29,0,0,0,55.13
294,284,788,247.98,30,20,0,44.64
295,288,793,373.45,0,20,0,67.22
296,288,794,331.98,0,0,0,59.76
297,289,799,260.69,30,20,0,46.92
298,295,808,359.46,0,0,0,64.7
299,296,810,319.69,30,0,0,57.54
300,298,815,290.01,0,20,0,52.2
301,304,822,421.52,0,0,0,75.87
302,304,824,280.53,0,50,0,50.5
303,304,826,219.85,30,0,0,39.57
304,305,829,219.65,30,20,0,39.54
305,306,834,352.09,0,0,0,63.38
306,307,837,311.08,30,0,0,55.99
307,309,843,251.52,30,0,0,45.27
308,310,844,258.95,30,0,0,46.61
309,310,846,258.87,30,0,0,46.6
310,311,848,402.22,0,0,0,72.4
311,313,851,330.48,0,0,0,59.49
312,313,852,514.59,0,0,0,92.63
313,314,856,310.51,0,20,0,55.89
314,314,857,287.38,0,50,0,51.73
315,314,858,372.07,0,0,0,66.97
316,317,863,458.85,0,20,0,82.59
317,317,864,231.88,30,20,0,41.74
318,317,865,227.81,30,0,0,41.01
319,317,869,293.66,0,50,0,52.86
320,317,871,405.07,0,0,0,72.91
321,318,872,177.95,30,50,0,32.03
322,318,873,325.38,30,0,0,58.57
323,321,881,299.0,30,0,0,53.82
324,324,890,256.05,30,50,0,46.09
325,324,892,395.14,0,0,0,71.13
326,324,893,467.99,0,0,0,84.24
327,325,895,393.9,0,0,0,70.9
328,325,896,305.93,30,0,0,55.07
329,326,898,312.17,0,20,0,56.19
330,326,901,362.08,0,50,0,65.17
331,327,903,335.99,0,0,0,60.48
332,327,904,459.33,0,0,0,82.68
333,329,905,344.55,0,0,1,62.02
334,329,906,449.54,0,20,0,80.92
335,329,907,473.9,0,0,0,85.3
336,329,908,316.76,0,0,0,57.02
337,331,914,323.42,30,0,0,58.22
338,331,915,327.7,0,20,0,58.99
339,335,917,296.82,30,0,0,53.43
340,336,919,319.86,0,0,0,57.57
341,336,920,247.67,30,50,0,44.58
342,336,921,353.93,0,0,0,63.71
343,337,923,248.57,30,0,0,44.74
344,337,925,393.15,0,0,0,70.77
345,338,927,244.54,30,0,0,44.02
346,339,930,333.71,0,50,0,60.07
347,340,931,261.37,30,50,0,47.05
348,340,932,405.3,0,50,0,72.95
349,341,935,266.46,30,0,0,47.96
350,346,951,362.24,0,50,0,65.2
351,348,952,323.05,0,0,0,58.15
352,350,960,379.13,0,20,0,68.24
353,353,966,322.8,0,20,0,58.1
354,353,968,268.62,30,0,0,48.35
355,354,969,301.74,0,0,1,54.31
356,354,971,447.92,0,0,0,80.63
357,355,975,370.1,0,0,0,66.62
358,355,976,294.53,30,0,0,53.02
359,357,984,316.95,30,0,0,57.05
360,359,992,315.77,30,0,0,56.84
361,362,994,298.93,30,0,0,53.81
362,362,996,256.36,0,50,0,46.14
363,363,999,250.94,30,0,0,45.17
364,366,1010,325.63,0,0,0,58.61
365,367,1016,376.73,0,0,0,67.81
366,370,1022,392.67,0,20,0,70.68
367,373,1028,249.9,30,50,0,44.98
368,375,1031,367.43,0,50,0,66.14
369,376,1033,277.25,30,20,0,49.9
370,376,1034,475.7,0,0,0,85.63
371,376,1035,320.76,0,0,0,57.74
372,377,1036,302.93,0,0,0,54.53
373,378,1038,278.65,30,20,0,50.16
374,378,1043,251.75,30,50,0,45.32
375,379,1044,299.8,30,0,0,53.96
376,379,1046,368.26,0,20,0,66.29
377,379,1047,326.86,30,0,0,58.83
378,380,1050,303.7,0,20,0,54.67
379,380,1051,316.48,0,0,0,56.97
380,382,1057,404.61,0,0,0,72.83
381,385,1063,298.27,30,0,0,53.69
382,385,1064,251.72,30,50,0,45.31
383,386,1067,291.98,30,0,0,52.56
384,387,1069,314.79,30,0,0,56.66
385,388,1072,432.77,0,0,0,77.9
386,389,1073,371.05,0,0,0,66.79
387,389,1074,339.99,0,20,0,61.2
388,390,1076,340.04,0,0,0,61.21
389,391,1078,309.21,30,0,0,55.66
390,391,1079,319.5,0,0,0,57.51
391,394,1085,293.44,0,20,0,52.82
392,395,1088,300.13,0,50,0,54.02
393,395,1090,235.18,30,20,0,42.33
394,396,1093,358.43,0,0,0,64.52
395,397,1094,271.24,30,20,0,48.82
396,397,1097,355.9,0,0,0,64.06
397,398,1103,331.32,0,20,0,59.64
398,399,1104,322.12,0,0,0,57.98
399,401,1112,272.66,30,0,0,49.08
400,401,1113,307.77,30,20,0,55.4
401,402,1114,311.68,0,0,0,56.1
402,403,1119,382.37,0,0,0,68.83
403,403,1121,423.48,0,0,0,76.23
404,404,1126,300.95,0,0,0,54.17
405,405,1127,451.37,0,50,0,81.25
406,405,1128,269.52,30,0,0,48.51
407,406,1131,300.27,30,20,0,54.05
408,408,1135,410.08,0,0,0,73.81
409,408,1136,313.64,30,0,0,56.46
410,409,1138,280.42,30,20,0,50.48
411,409,1139,402.76,0,0,0,72.5
412,409,1140,216.39,30,0,0,38.95
413,413,1151,323.8,0,0,0,58.28
414,415,1153,347.99,0,50,0,62.64
415,415,1155,536.3,0,0,0,96.53
416,417,1161,180.24,30,0,0,32.44
417,418,1163,329.57,0,0,0,59.32
418,419,1165,275.21,30,20,0,49.54
419,420,1166,289.33,30,0,0,52.08
420,420,1169,197.47,30,0,0,35.54
421,420,1171,256.59,0,50,0,46.19
422,422,1173,309.94,0,20,0,55.79
423,422,1174,312.06,0,0,0,56.17
424,422,1175,413.14,0,0,0,74.37
425,423,1179,290.93,30,20,0,52.37
426,424,1180,459.81,0,0,0,82.77
427,424,1181,392.15,0,20,0,70.59
428,424,1183,360.66,0,0,0,64.92
429,425,1186,431.42,0,0,0,77.66
430,426,1190,445.72,0,0,0,80.23
431,427,1191,308.24,30,0,1,55.48
432,427,1192,265.38,30,50,0,47.77
433,428,1193,324.16,0,50,0,58.35
434,428,1194,312.93,0,0,0,56.33
435,431,1197,386.97,0,20,0,69.65
436,431,1201,332.13,0,20,0,59.78
437,431,1202,503.77,0,20,0,90.68
438,433,1207,362.09,0,0,0,65.18
439,434,1208,262.79,30,50,0,47.3
440,437,1211,340.31,0,0,0,61.26
441,437,1214,421.81,0,0,0,75.93
442,437,1215,404.89,0,0,0,72.88
443,438,1216,308.86,0,50,0,55.59
444,439,1217,427.46,0,0,0,76.94
445,440,1222,110.8,30,20,0,19.94
446,441,1225,324.77,30,0,0,58.46
447,443,1230,253.42,30,0,0,45.62
448,449,1238,244.73,30,0,0,44.05
449,449,1239,485.59,0,0,0,87.41
450,451,1241,254.65,30,50,0,45.84
451,451,1242,351.99,0,20,0,63.36
452,453,1246,248.46,30,50,0,44.72
453,457,1251,381.29,0,0,0,68.63
454,457,1252,282.81,30,20,0,50.91
455,457,1253,161.06,30,0,0,28.99
456,459,1259,183.94,30,0,0,33.11
457,459,1261,315.05,0,0,0,56.71
458,461,1262,251.78,30,50,0,45.32
459,461,1263,395.2,0,20,0,71.14
460,461,1264,313.76,0,0,0,56.48
461,462,1270,219.02,30,0,0,39.42
462,462,1272,358.03,0,0,1,64.45
463,463,1274,312.38,30,0,0,56.23
464,466,1281,320.77,0,20,0,57.74
465,466,1282,274.93,30,0,0,49.49
466,467,1284,416.58,0,20,0,74.98
467,470,1286,375.64,0,0,0,67.62
468,471,1289,305.83,0,0,0,55.05
469,471,1290,305.92,0,0,0,55.07
470,472,1295,283.34,30,0,1,51.0
471,472,1297,321.15,0,0,0,57.81
472,473,1298,417.13,0,0,0,75.08
473,474,1299,383.55,0,0,0,69.04
474,474,1300,393.45,0,0,0,70.82
475,475,1302,338.15,0,0,0,60.87
476,475,1304,486.22,0,0,0,87.52
477,475,1305,258.68,0,50,0,46.56
478,475,1307,314.8,30,0,0,56.66
479,475,1308,467.32,0,20,1,84.12
480,477,1310,365.37,0,0,0,65.77
481,477,1314,212.23,30,0,0,38.2
482,478,1315,338.79,0,50,0,60.98
483,478,1317,225.5,30,50,0,40.59
484,478,1318,417.48,0,20,0,75.15
485,479,1320,375.98,0,0,0,67.68
486,480,1321,341.93,0,0,0,61.55
487,480,1325,298.9,30,0,0,53.8
488,481,1328,329.42,0,0,0,59.3
489,483,1334,206.06,30,0,0,37.09
490,483,1335,365.21,0,0,0,65.74
491,485,1337,351.89,0,50,0,63.34
492,485,1340,351.36,0,20,0,63.24
493,486,1342,290.24,0,20,0,52.24
494,486,1343,311.12,0,0,0,56.0
495,488,1345,193.28,30,20,0,34.79
496,489,1346,382.55,0,0,0,68.86
497,490,1347,351.92,0,0,0,63.35
498,491,1348,283.33,0,50,0,51.0
499,492,1349,320.56,30,0,0,57.7
500,494,1358,375.49,0,0,0,67.59
501,495,1361,259.32,0,50,0,46.68
502,497,1365,290.46,30,0,0,52.28
503,497,1367,159.79,30,0,0,28.76
504,500,1371,318.9,30,0,0,57.4
505,500,1373,232.41,30,20,0,41.83
506,501,1375,310.16,30,0,0,55.83
507,504,1381,371.41,0,0,0,66.85
508,507,1387,357.37,0,0,0,64.33
509,509,1390,449.71,0,0,0,80.95
510,512,1393,392.8,0,0,0,70.7
511,512,1396,239.74,30,0,0,43.15
512,514,1399,262.82,30,0,0,47.31
513,519,1414,312.43,0,0,0,56.24
514,519,1416,378.24,0,0,0,68.08
515,520,1419,341.86,0,0,0,61.53
516,521,1423,319.74,0,0,0,57.55
517,522,1424,335.68,0,0,0,60.42
518,522,1426,398.32,0,20,0,71.7
519,522,1427,217.83,30,20,0,39.21
520,523,1428,382.37,0,20,0,68.83
521,523,1429,195.38,30,20,0,35.17
522,523,1431,288.6,30,0,0,51.95
523,523,1432,399.84,0,0,0,71.97
524,527,1436,334.85,0,20,0,60.27
525,528,1443,293.17,30,20,0,52.77
526,528,1444,272.1,30,0,0,48.98
527,528,1445,331.03,0,20,0,59.59
528,529,1448,202.41,30,0,0,36.43
529,529,1449,553.1,0,20,0,99.56
530,529,1450,329.03,0,20,0,59.23
531,532,1459,324.07,0,20,0,58.33
532,533,1460,263.27,30,20,0,47.39
533,533,1462,105.41,30,50,0,18.97
534,533,1463,360.48,0,0,0,64.89
535,534,1466,572.79,0,20,0,103.1
536,538,1471,320.99,0,20,0,57.78
537,539,1474,333.87,0,0,0,60.1
538,540,1478,365.66,0,20,0,65.82
539,540,1480,258.18,30,20,0,46.47
540,541,1484,335.57,0,0,0,60.4
541,542,1486,386.54,0,0,0,69.58
542,542,1487,330.69,0,0,0,59.52
543,546,1490,168.29,30,20,0,30.29
544,547,1492,488.04,0,0,0,87.85
545,547,1499,425.17,0,0,0,76.53
546,549,1503,180.73,30,0,0,32.53
547,551,1506,291.41,30,0,0,52.45
548,551,1508,323.49,30,0,0,58.23
549,552,1512,320.82,0,50,0,57.75
550,552,1513,402.78,0,0,0,72.5
551,554,1518,402.42,0,0,0,72.44
552,557,1522,333.89,0,0,0,60.1
553,559,1526,224.39,30,0,0,40.39
554,560,1528,359.5,0,0,0,64.71
555,561,1529,444.71,0,0,0,80.05
556,562,1530,292.01,0,20,0,52.56
557,564,1534,341.09,0,0,0,61.4
558,564,1535,278.99,30,20,0,50.22
559,564,1537,239.1,30,0,0,43.04
560,566,1541,327.86,30,0,0,59.01
561,566,1542,305.84,30,0,0,55.05
562,566,1543,290.3,30,0,0,52.25
563,568,1545,373.93,0,20,0,67.31
564,569,1547,321.12,30,0,0,57.8
565,570,1552,298.63,30,0,0,53.75
566,573,1557,337.99,0,0,0,60.84
567,574,1561,342.62,0,0,0,61.67
568,576,1565,314.72,30,0,0,56.65
569,577,1566,225.52,30,0,0,40.59
570,578,1572,374.7,0,0,0,67.45
571,579,1579,258.83,0,50,0,46.59
572,580,1582,234.1,30,20,0,42.14
573,583,1590,432.81,0,20,0,77.91
574,583,1594,360.18,0,0,0,64.83
575,584,1598,387.35,0,0,0,69.72
576,586,1601,416.46,0,0,0,74.96
577,586,1603,305.77,0,50,0,55.04
578,587,1604,304.86,0,0,0,54.87
579,588,1608,366.18,0,0,0,65.91
580,589,1611,255.17,0,50,0,45.93
581,589,1612,322.05,30,0,0,57.97
582,592,1614,366.57,0,0,0,65.98
583,593,1615,276.85,30,20,0,49.83
584,594,1617,277.11,30,50,0,49.88
585,594,1618,306.88,0,0,0,55.24
586,596,1623,296.35,30,0,0,53.34
587,597,1625,255.97,0,50,0,46.07
588,598,1628,432.64,0,50,0,77.88
589,599,1630,441.89,0,0,0,79.54
590,599,1631,351.6,0,50,0,63.29
591,601,1634,267.49,30,0,0,48.15
592,603,1638,371.13,0,0,0,66.8
593,603,1639,314.42,0,20,0,56.6
594,603,1641,345.02,0,0,0,62.1
595,604,1642,302.71,0,0,0,54.49
596,604,1644,179.11,30,50,0,32.24
597,605,1645,315.16,0,50,0,56.73
598,605,1647,379.39,0,0,0,68.29
599,606,1648,315.35,30,0,0,56.76
600,606,1650,452.8,0,0,0,81.5
601,607,1651,301.38,0,0,0,54.25
602,607,1653,371.15,0,20,0,66.81
603,609,1657,318.91,0,0,0,57.4
604,609,1658,341.0,0,0,0,61.38
605,615,1668,547.19,0,0,0,98.49
606,616,1669,418.62,0,0,0,75.35
607,616,1670,432.37,0,0,0,77.83
608,617,1673,444.4,0,0,0,79.99
609,618,1679,305.38,0,20,0,54.97
610,619,1681,405.79,0,0,0,73.04
611,619,1682,369.6,0,0,0,66.53
612,622,1689,116.87,30,50,0,21.04
613,623,1691,300.75,0,0,0,54.14
614,623,1693,265.15,30,50,0,47.73
615,624,1695,307.84,0,50,0,55.41
616,625,1696,233.36,30,0,0,42.0
617,626,1699,358.71,0,0,0,64.57
618,629,1705,341.98,0,50,0,61.56
619,630,1707,299.62,0,0,0,53.93
620,630,1709,217.82,30,0,0,39.21
621,632,1711,249.87,0,50,0,44.98
622,633,1712,347.14,0,0,0,62.49
623,635,1714,302.68,0,50,0,54.48
624,640,1724,322.93,0,0,0,58.13
625,641,1726,364.4,0,50,0,65.59
626,643,1730,220.64,30,0,0,39.72
627,644,1732,293.74,30,20,0,52.87
628,645,1736,255.1,0,50,0,45.92
629,649,1739,377.19,0,0,0,67.89
630,650,1742,271.15,30,0,0,48.81
631,654,1751,325.73,0,50,0,58.63
632,654,1753,349.05,0,0,0,62.83
633,656,1760,267.02,30,50,0,48.06
634,656,1761,111.42,30,0,0,20.06
635,658,1765,403.43,0,0,0,72.62
636,658,1766,319.01,30,0,0,57.42
637,660,1769,406.99,0,0,0,73.26
638,660,1771,435.03,0,0,0,78.31
639,664,1775,200.41,30,20,0,36.07
640,665,1779,264.26,30,0,0,47.57
641,666,1781,264.69,30,0,0,47.64
642,666,1783,311.52,30,0,0,56.07
643,668,1789,383.66,0,0,1,69.06
644,668,1792,307.47,0,50,0,55.34
645,668,1794,234.53,30,0,0,42.22
646,671,1800,275.37,0,50,0,49.57
647,671,1803,292.36,0,50,0,52.62
648,671,1805,345.11,0,0,0,62.12
649,673,1809,382.76,0,50,0,68.9
650,673,1811,386.49,0,50,0,69.57
651,674,1816,344.19,0,20,0,61.95
652,675,1817,352.58,0,0,0,63.46
653,675,1818,375.11,0,0,0,67.52
654,675,1819,415.41,0,0,0,74.77
655,676,1821,523.86,0,50,0,94.29
656,677,1826,355.92,0,0,0,64.07
657,677,1827,364.11,0,50,0,65.54
658,677,1828,74.47,30,50,0,13.4
659,680,1838,357.99,0,0,0,64.44
660,684,1842,422.02,0,0,0,75.96
661,687,1845,317.79,0,0,0,57.2
662,690,1854,275.75,0,50,0,49.64
663,690,1855,381.62,0,0,0,68.69
664,691,1856,331.04,0,50,1,59.59
665,691,1857,203.54,30,20,0,36.64
666,695,1860,299.17,0,0,0,53.85
667,695,1861,299.39,30,0,0,53.89
668,695,1863,212.68,30,50,0,38.28
669,697,1866,341.94,0,0,0,61.55
670,697,1867,286.99,0,20,0,51.66
671,697,1869,197.55,30,20,0,35.56
672,697,1870,265.78,0,50,0,47.84
673,700,1876,328.2,30,0,0,59.08
674,702,1877,219.61,30,0,0,39.53
675,704,1883,349.07,0,0,0,62.83
676,704,1884,332.58,0,20,0,59.86
677,704,1885,303.95,0,50,0,54.71
678,704,1887,300.17,0,50,0,54.03
679,704,1889,452.56,0,0,0,81.46
680,704,1890,341.35,0,0,0,61.44
