checkout_id,cart_id,user_id,checkout_started,completed_checkout
224,296,89,1,0
225,299,89,1,0
226,300,90,1,0
227,301,91,1,0
228,302,92,1,0
229,304,92,1,0
230,305,93,1,0
231,306,93,1,1
232,307,93,1,0
233,308,93,1,0
234,309,94,1,1
235,310,94,1,0
236,311,94,1,0
237,315,96,1,0
238,319,97,1,0
239,321,97,1,1
240,322,97,1,0
241,324,99,1,0
242,325,99,1,1
243,326,99,1,1
244,327,100,1,0
245,328,100,1,0
246,330,102,1,0
247,331,102,1,1
248,332,102,1,1
249,333,102,1,0
250,334,102,1,0
251,335,102,1,1
252,336,103,1,0
253,337,103,1,1
254,341,106,1,1
255,342,106,1,0
256,344,106,1,1
257,346,107,1,1
258,347,108,1,0
259,348,109,1,0
260,349,109,1,0
261,350,109,1,1
262,351,109,1,1
263,352,109,1,1
264,354,110,1,1
265,357,111,1,1
266,359,111,1,1
267,361,112,1,0
268,362,112,1,0
269,363,112,1,1
270,365,113,1,0
271,366,113,1,0
272,367,114,1,1
273,368,114,1,0
274,369,114,1,0
275,370,114,1,0
276,371,114,1,0
277,372,114,1,0
278,373,115,1,0
279,374,115,1,0
280,375,115,1,0
281,376,115,1,1
282,377,115,1,0
283,379,115,1,1
284,380,116,1,0
285,381,116,1,0
286,383,116,1,0
287,384,116,1,1
288,385,117,1,0
289,386,117,1,0
290,387,117,1,1
291,389,118,1,0
292,392,118,1,0
293,393,118,1,1
294,395,118,1,0
295,396,118,1,1
296,397,119,1,0
297,398,119,1,0
298,400,121,1,1
299,401,121,1,1
300,402,122,1,1
301,403,122,1,1
302,408,124,1,0
303,409,124,1,1
304,412,125,1,1
305,413,125,1,0
306,414,125,1,0
307,415,126,1,0
308,416,126,1,0
309,417,126,1,1
310,419,126,1,0
311,420,126,1,0
312,421,126,1,0
313,423,127,1,1
314,424,127,1,1
315,425,127,1,0
316,426,128,1,0
317,429,128,1,1
318,430,128,1,0
319,433,129,1,0
320,434,130,1,1
321,435,130,1,0
322,436,130,1,1
323,438,130,1,0
324,439,130,1,0
325,440,130,1,0
326,441,131,1,0
327,442,131,1,0
328,443,131,1,1
329,444,131,1,1
330,445,131,1,1
331,446,132,1,0
332,447,132,1,0
333,449,132,1,1
334,451,132,1,0
335,454,133,1,1
336,455,133,1,1
337,460,134,1,1
338,462,135,1,0
339,463,136,1,0
340,464,136,1,0
341,467,136,1,0
342,468,137,1,1
343,469,137,1,0
344,471,137,1,1
345,472,138,1,0
346,473,138,1,0
347,474,138,1,0
348,475,138,1,0
349,476,138,1,0
350,477,138,1,0
351,478,138,1,0
352,479,138,1,1
353,480,138,1,1
354,481,138,1,1
355,483,139,1,0
356,484,139,1,0
357,485,139,1,1
358,486,139,1,1
359,487,139,1,0
360,489,140,1,1
361,490,140,1,0
362,492,142,1,0
363,495,143,1,0
364,496,143,1,0
365,497,143,1,0
366,498,144,1,0
367,501,144,1,1
368,502,144,1,1
369,503,145,1,1
370,504,145,1,1
371,505,146,1,1
372,508,147,1,1
373,509,148,1,0
374,510,148,1,0
375,511,148,1,0
376,512,148,1,1
377,513,149,1,1
378,515,149,1,0
379,516,150,1,1
380,517,150,1,0
381,518,151,1,0
382,519,151,1,1
383,521,151,1,0
384,523,152,1,0
385,524,152,1,0
386,527,152,1,0
387,528,152,1,0
388,529,152,1,1
389,531,153,1,0
390,532,153,1,0
391,534,153,1,1
392,535,154,1,0
393,537,155,1,0
394,538,155,1,1
395,540,155,1,0
396,541,156,1,0
397,542,156,1,0
398,543,156,1,1
399,544,157,1,1
400,545,157,1,1
401,547,157,1,1
402,549,157,1,1
403,550,157,1,0
404,551,158,1,0
405,552,158,1,0
406,554,160,1,0
407,555,160,1,0
408,556,161,1,1
409,557,163,1,0
410,558,163,1,0
411,559,164,1,0
412,560,164,1,0
413,561,164,1,0
414,563,165,1,1
415,564,165,1,0
416,565,165,1,0
417,566,166,1,0
418,568,166,1,0
419,569,166,1,0
420,570,166,1,1
421,571,166,1,1
422,573,166,1,1
423,574,167,1,1
424,575,167,1,0
425,576,168,1,0
426,577,168,1,1
427,578,168,1,1
428,579,169,1,0
429,581,169,1,1
430,582,169,1,0
431,583,169,1,0
432,585,170,1,0
433,586,171,1,0
434,587,171,1,0
435,588,172,1,0
436,589,172,1,1
437,592,174,1,0
438,593,174,1,0
439,594,175,1,0
440,595,175,1,0
441,596,175,1,1
442,597,176,1,0
443,598,176,1,1
444,599,176,1,1
445,600,176,1,0
446,601,176,1,1
447,602,176,1,1
448,603,177,1,0
449,604,178,1,0
450,605,178,1,0
451,606,178,1,0
452,607,178,1,0
453,608,178,1,0
454,609,178,1,0
455,612,179,1,0
456,613,179,1,1
457,614,180,1,0
458,615,180,1,1
459,617,181,1,1
460,618,181,1,0
461,619,181,1,0
462,620,181,1,0
463,621,181,1,1
464,622,181,1,0
465,624,182,1,1
466,625,182,1,0
467,627,182,1,0
468,628,183,1,1
469,629,183,1,0
470,631,183,1,1
471,633,184,1,1
472,634,184,1,1
473,636,184,1,1
474,637,184,1,0
475,638,185,1,0
476,639,185,1,0
477,640,186,1,1
478,644,187,1,1
479,645,187,1,0
480,646,187,1,1
481,647,187,1,0
482,648,187,1,0
483,649,187,1,1
484,652,188,1,0
485,653,189,1,0
486,654,189,1,1
487,655,190,1,0
488,656,190,1,0
489,657,190,1,1
490,658,191,1,1
491,659,192,1,1
492,660,192,1,1
493,661,192,1,0
494,662,192,1,0
495,663,193,1,1
496,664,193,1,0
497,665,193,1,1
498,667,193,1,0
499,669,193,1,0
500,671,194,1,0
501,672,194,1,0
502,673,195,1,0
503,674,195,1,0
504,675,195,1,0
505,676,195,1,1
506,678,196,1,0
507,679,196,1,1
508,680,196,1,0
509,681,197,1,0
510,682,197,1,0
511,683,197,1,0
512,684,198,1,1
513,685,198,1,0
514,688,199,1,1
515,689,199,1,0
516,690,199,1,0
517,691,200,1,0
518,692,200,1,1
519,693,200,1,0
520,695,200,1,0
521,696,201,1,1
522,697,201,1,1
523,698,201,1,0
524,699,201,1,0
525,702,202,1,0
526,706,203,1,0
527,707,203,1,1
528,708,203,1,0
529,709,203,1,1
530,710,203,1,0
531,711,203,1,0
532,712,204,1,0
533,713,204,1,0
534,714,204,1,0
535,715,204,1,0
536,716,204,1,1
537,717,204,1,0
538,718,205,1,0
539,719,205,1,0
540,721,206,1,0
541,722,206,1,0
542,723,207,1,0
543,724,207,1,1
544,725,207,1,0
545,727,208,1,1
546,728,208,1,1
547,729,208,1,0
548,730,208,1,1
549,731,208,1,0
550,732,208,1,1
551,733,209,1,0
552,734,210,1,0
553,735,210,1,0
554,737,210,1,0
555,740,211,1,0
556,741,211,1,1
557,742,211,1,0
558,743,212,1,0
559,744,212,1,1
560,745,212,1,0
561,746,212,1,0
562,747,213,1,0
563,749,213,1,0
564,750,213,1,0
565,751,214,1,0
566,752,214,1,0
567,753,214,1,0
568,754,215,1,1
569,755,215,1,0
570,756,216,1,1
571,757,216,1,1
572,758,216,1,0
573,760,216,1,1
574,761,216,1,0
575,762,216,1,0
576,763,216,1,1
577,764,216,1,0
578,765,216,1,1
579,766,218,1,0
580,767,218,1,1
581,768,218,1,1
582,769,218,1,0
583,770,218,1,1
584,771,218,1,0
585,772,218,1,0
586,774,219,1,0
587,775,219,1,1
588,776,221,1,0
589,777,222,1,1
590,778,222,1,0
591,779,222,1,1
592,780,222,1,0
593,781,223,1,0
594,784,224,1,0
595,785,224,1,1
596,788,225,1,0
597,789,225,1,1
598,790,226,1,1
599,792,226,1,0
600,794,228,1,0
601,795,228,1,0
602,799,228,1,0
603,800,229,1,0
604,801,229,1,0
605,802,229,1,0
606,803,230,1,1
607,804,230,1,0
608,805,231,1,1
609,807,231,1,0
610,808,232,1,0
611,810,232,1,1
612,811,232,1,0
613,812,232,1,1
614,813,233,1,0
615,814,233,1,1
616,815,233,1,0
617,817,234,1,0
618,819,235,1,0
619,820,235,1,1
620,821,235,1,1
621,822,235,1,0
622,823,236,1,0
623,824,236,1,0
624,825,236,1,0
625,826,237,1,0
626,827,237,1,0
627,828,237,1,0
628,829,237,1,1
629,830,237,1,0
630,831,238,1,1
631,832,238,1,0
632,833,238,1,1
633,836,238,1,0
634,837,239,1,1
635,838,239,1,0
636,840,239,1,1
637,841,239,1,1
638,842,240,1,1
639,844,240,1,0
640,845,240,1,0
641,846,240,1,0
642,847,241,1,1
643,848,241,1,0
644,849,241,1,1
645,850,242,1,1
646,851,242,1,1
647,852,242,1,1
648,853,242,1,0
649,854,242,1,0
650,855,243,1,0
651,856,243,1,1
652,857,243,1,1
653,859,244,1,1
654,860,245,1,1
655,861,245,1,0
656,863,245,1,1
657,864,246,1,0
658,866,246,1,0
659,867,246,1,0
660,868,246,1,0
661,869,247,1,1
662,871,247,1,0
663,872,248,1,0
664,873,248,1,0
665,874,248,1,1
666,876,248,1,1
667,877,248,1,0
668,879,249,1,1
669,880,250,1,1
670,881,250,1,0
671,882,250,1,1
672,883,250,1,1
673,884,250,1,0
674,885,250,1,1
675,886,251,1,0
676,887,251,1,0
677,888,251,1,0
678,889,251,1,0
679,890,251,1,0
680,892,252,1,0
681,893,252,1,1
682,894,252,1,0
683,896,252,1,1
684,897,253,1,0
685,898,253,1,0
686,899,254,1,1
687,900,254,1,0
688,901,254,1,0
689,903,255,1,0
690,904,255,1,0
691,905,255,1,1
692,906,255,1,0
693,907,255,1,0
694,908,256,1,1
695,909,256,1,1
696,910,256,1,0
697,911,256,1,1
698,912,256,1,1
699,915,256,1,0
700,916,257,1,0
701,917,257,1,0
702,918,257,1,1
703,919,259,1,0
704,920,259,1,1
705,921,259,1,0
706,922,259,1,0
707,923,260,1,0
708,924,261,1,0
709,927,261,1,0
710,929,261,1,1
711,930,261,1,0
712,931,261,1,0
713,932,261,1,0
714,934,262,1,0
715,935,262,1,0
716,936,262,1,0
717,937,262,1,1
718,938,262,1,1
719,939,263,1,0
720,940,263,1,0
721,941,263,1,1
722,942,263,1,0
723,943,263,1,1
724,945,264,1,1
725,946,264,1,0
726,948,264,1,0
727,949,265,1,0
728,950,266,1,0
729,951,266,1,0
730,952,266,1,0
731,953,266,1,1
732,954,266,1,0
733,958,266,1,1
734,960,267,1,1
735,961,267,1,0
736,962,267,1,0
737,964,268,1,0
738,965,268,1,1
739,966,268,1,0
740,967,269,1,0
741,968,269,1,0
742,969,271,1,1
743,970,271,1,0
744,971,272,1,1
745,972,273,1,0
746,973,273,1,1
747,974,273,1,0
748,975,273,1,0
749,976,274,1,1
750,977,274,1,0
751,978,274,1,1
752,979,274,1,1
753,980,274,1,1
754,981,275,1,0
755,983,275,1,0
756,985,275,1,0
757,986,275,1,1
758,988,276,1,0
759,989,276,1,0
760,990,276,1,1
761,991,277,1,0
762,992,277,1,1
763,994,277,1,0
764,996,278,1,1
765,997,278,1,0
766,999,278,1,0
767,1000,279,1,0
768,1001,279,1,1
769,1003,280,1,0
770,1004,280,1,1
771,1005,280,1,1
772,1007,280,1,0
773,1008,280,1,0
774,1009,280,1,0
775,1010,280,1,1
776,1011,280,1,1
777,1012,280,1,0
778,1013,280,1,1
779,1015,281,1,0
780,1016,281,1,0
781,1017,282,1,0
782,1018,283,1,1
783,1019,283,1,0
784,1020,283,1,1
785,1021,283,1,0
786,1023,284,1,0
787,1024,284,1,0
788,1026,284,1,1
789,1028,285,1,0
790,1029,286,1,0
791,1031,286,1,0
792,1032,287,1,0
793,1034,288,1,1
794,1035,288,1,1
795,1036,288,1,0
796,1037,289,1,0
797,1038,289,1,0
798,1039,289,1,0
799,1040,289,1,1
800,1042,290,1,0
801,1043,290,1,0
802,1045,291,1,0
803,1047,291,1,0
804,1048,291,1,0
805,1049,291,1,0
806,1051,293,1,0
807,1053,294,1,0
808,1055,295,1,1
809,1056,295,1,0
810,1057,296,1,1
811,1058,296,1,0
812,1059,297,1,0
813,1060,298,1,0
814,1062,298,1,0
815,1063,298,1,1
816,1064,298,1,0
817,1065,299,1,0
818,1066,300,1,0
819,1070,303,1,0
820,1072,303,1,0
821,1073,303,1,0
822,1074,304,1,1
823,1075,304,1,0
824,1076,304,1,1
825,1077,304,1,0
826,1078,304,1,1
827,1080,305,1,0
828,1081,305,1,0
829,1082,305,1,1
830,1083,305,1,0
831,1084,305,1,0
832,1085,305,1,0
833,1086,306,1,0
834,1087,306,1,1
835,1088,306,1,0
836,1089,307,1,0
837,1090,307,1,1
838,1091,307,1,0
839,1094,308,1,0
840,1095,308,1,0
841,1096,308,1,0
842,1097,309,1,0
843,1098,309,1,1
844,1101,310,1,1
845,1102,310,1,0
846,1104,310,1,1
847,1105,310,1,0
848,1106,311,1,1
849,1107,312,1,0
850,1109,312,1,0
851,1112,313,1,1
852,1114,313,1,1
853,1115,313,1,0
854,1116,313,1,0
855,1117,314,1,0
856,1118,314,1,1
857,1119,314,1,1
858,1120,314,1,1
859,1122,315,1,0
860,1123,315,1,0
861,1126,316,1,0
862,1127,316,1,0
863,1129,317,1,1
864,1130,317,1,1
865,1131,317,1,1
866,1132,317,1,0
867,1133,317,1,0
868,1134,317,1,0
869,1135,317,1,1
870,1136,317,1,0
871,1137,317,1,1
872,1139,318,1,1
873,1140,318,1,1
874,1141,318,1,0
875,1142,318,1,0
876,1145,320,1,0
877,1146,320,1,0
878,1148,320,1,0
879,1149,320,1,0
880,1150,321,1,0
881,1151,321,1,1
882,1152,322,1,0
883,1153,323,1,0
884,1154,323,1,0
885,1156,323,1,0
886,1157,323,1,0
887,1158,323,1,0
888,1159,324,1,0
889,1161,324,1,0
890,1162,324,1,1
891,1164,324,1,0
892,1165,324,1,1
893,1166,324,1,1
894,1168,325,1,0
895,1169,325,1,1
896,1170,325,1,1
897,1171,326,1,0
898,1172,326,1,1
899,1175,326,1,0
900,1177,326,1,0
901,1178,326,1,1
902,1181,327,1,0
903,1184,327,1,1
904,1185,327,1,1
905,1186,329,1,1
906,1187,329,1,1
907,1188,329,1,1
908,1189,329,1,1
909,1190,329,1,0
910,1192,330,1,0
911,1193,330,1,0
912,1197,331,1,0
913,1198,331,1,0
914,1199,331,1,1
915,1200,331,1,1
916,1201,334,1,0
917,1202,335,1,1
918,1203,336,1,0
919,1204,336,1,1
920,1205,336,1,1
921,1206,336,1,1
922,1207,336,1,0
923,1209,337,1,1
924,1210,337,1,0
925,1211,337,1,1
926,1213,338,1,0
927,1215,338,1,1
928,1216,338,1,0
929,1217,338,1,0
930,1219,339,1,1
931,1220,340,1,1
932,1222,340,1,1
933,1223,340,1,0
934,1224,341,1,0
935,1225,341,1,1
936,1226,341,1,0
937,1227,342,1,0
938,1228,342,1,0
939,1229,342,1,0
940,1230,342,1,0
941,1231,343,1,0
942,1232,343,1,0
943,1233,343,1,0
944,1234,343,1,0
945,1236,344,1,0
946,1238,345,1,0
947,1239,345,1,0
948,1240,346,1,0
949,1241,346,1,0
950,1243,346,1,0
951,1244,346,1,1
952,1246,348,1,1
953,1247,348,1,0
954,1248,348,1,0
955,1249,349,1,0
956,1250,349,1,0
957,1251,349,1,0
958,1253,349,1,0
959,1254,349,1,0
960,1256,350,1,1
961,1257,350,1,0
962,1258,352,1,0
963,1259,353,1,0
964,1262,353,1,0
965,1263,353,1,0
966,1264,353,1,1
967,1265,353,1,0
968,1266,353,1,1
969,1269,354,1,1
970,1270,354,1,0
971,1271,354,1,1
972,1272,354,1,0
973,1273,355,1,0
974,1275,355,1,0
975,1276,355,1,1
976,1277,355,1,1
977,1280,356,1,0
978,1281,356,1,0
979,1282,356,1,0
980,1283,356,1,0
981,1284,356,1,0
982,1285,357,1,0
983,1286,357,1,0
984,1287,357,1,1
985,1288,357,1,0
986,1290,357,1,0
987,1292,358,1,0
988,1294,358,1,0
989,1295,358,1,0
990,1296,358,1,0
991,1298,359,1,0
992,1299,359,1,1
993,1300,359,1,0
994,1306,362,1,1
995,1307,362,1,0
996,1308,362,1,1
997,1310,363,1,0
998,1311,363,1,0
999,1312,363,1,1
1000,1314,363,1,0
1001,1315,364,1,0
1002,1316,364,1,0
1003,1318,364,1,0
1004,1319,364,1,0
1005,1320,364,1,0
1006,1321,365,1,0
1007,1322,366,1,0
1008,1323,366,1,0
1009,1325,366,1,0
1010,1326,366,1,1
1011,1327,366,1,0
1012,1328,367,1,0
1013,1329,367,1,0
1014,1330,367,1,0
1015,1332,367,1,0
1016,1333,367,1,1
1017,1334,367,1,0
1018,1335,367,1,0
1019,1336,367,1,0
1020,1337,368,1,0
1021,1338,368,1,0
1022,1341,370,1,1
1023,1342,371,1,0
1024,1344,371,1,0
1025,1346,372,1,0
1026,1347,372,1,0
1027,1350,373,1,0
1028,1351,373,1,1
1029,1353,374,1,0
1030,1354,374,1,0
1031,1356,375,1,1
1032,1357,375,1,0
1033,1362,376,1,1
1034,1363,376,1,1
1035,1364,376,1,1
1036,1365,377,1,1
1037,1366,378,1,0
1038,1368,378,1,1
1039,1369,378,1,0
1040,1370,378,1,0
1041,1371,378,1,0
1042,1372,378,1,0
1043,1373,378,1,1
1044,1374,379,1,1
1045,1375,379,1,0
1046,1376,379,1,1
1047,1377,379,1,1
1048,1378,379,1,0
1049,1379,380,1,0
1050,1380,380,1,1
1051,1381,380,1,1
1052,1382,380,1,0
1053,1383,380,1,0
1054,1384,381,1,0
1055,1385,382,1,0
1056,1386,382,1,0
1057,1387,382,1,1
1058,1388,382,1,0
1059,1389,382,1,0
1060,1390,382,1,0
1061,1394,384,1,0
1062,1395,384,1,0
1063,1397,385,1,1
1064,1398,385,1,1
1065,1399,385,1,0
1066,1400,385,1,0
1067,1402,386,1,1
1068,1403,386,1,0
1069,1405,387,1,1
1070,1406,387,1,0
1071,1408,387,1,0
1072,1409,388,1,1
1073,1410,389,1,1
1074,1411,389,1,1
1075,1412,389,1,0
1076,1414,390,1,1
1077,1417,391,1,0
1078,1418,391,1,1
1079,1419,391,1,1
1080,1422,393,1,0
1081,1423,393,1,0
1082,1424,394,1,0
1083,1425,394,1,0
1084,1427,394,1,0
1085,1428,394,1,1
1086,1430,395,1,0
1087,1431,395,1,0
1088,1432,395,1,1
1089,1433,395,1,0
1090,1434,395,1,1
1091,1437,395,1,0
1092,1439,396,1,0
1093,1440,396,1,1
1094,1442,397,1,1
1095,1443,397,1,0
1096,1445,397,1,0
1097,1446,397,1,1
1098,1447,397,1,0
1099,1448,398,1,0
1100,1449,398,1,0
1101,1450,398,1,0
1102,1451,398,1,0
1103,1453,398,1,1
1104,1454,399,1,1
1105,1455,399,1,0
1106,1456,399,1,0
1107,1457,399,1,0
1108,1460,400,1,0
1109,1461,400,1,0
1110,1462,400,1,0
1111,1463,400,1,0
1112,1466,401,1,1
1113,1467,401,1,1
1114,1468,402,1,1
1115,1469,402,1,0
1116,1470,402,1,0
1117,1471,402,1,0
1118,1472,402,1,0
1119,1473,403,1,1
1120,1474,403,1,0
1121,1475,403,1,1
1122,1476,404,1,0
1123,1477,404,1,0
1124,1479,404,1,0
1125,1480,404,1,0
1126,1481,404,1,1
1127,1482,405,1,1
1128,1483,405,1,1
1129,1484,406,1,0
1130,1485,406,1,0
1131,1486,406,1,1
1132,1488,407,1,0
1133,1489,407,1,0
1134,1491,407,1,0
1135,1492,408,1,1
1136,1494,408,1,1
1137,1495,409,1,0
1138,1496,409,1,1
1139,1497,409,1,1
1140,1498,409,1,1
1141,1499,410,1,0
1142,1500,410,1,0
1143,1502,412,1,0
1144,1503,412,1,0
1145,1504,412,1,0
1146,1505,413,1,0
1147,1506,413,1,0
1148,1507,413,1,0
1149,1508,413,1,0
1150,1509,413,1,0
1151,1510,413,1,1
1152,1511,415,1,0
1153,1512,415,1,1
1154,1514,415,1,0
1155,1515,415,1,1
1156,1516,415,1,0
1157,1517,415,1,0
1158,1518,416,1,0
1159,1519,416,1,0
1160,1520,416,1,0
1161,1521,417,1,1
1162,1522,418,1,0
1163,1523,418,1,1
1164,1524,419,1,0
1165,1526,419,1,1
1166,1527,420,1,1
1167,1530,420,1,0
1168,1532,420,1,0
1169,1533,420,1,1
1170,1534,420,1,0
1171,1535,420,1,1
1172,1536,421,1,0
1173,1537,422,1,1
1174,1538,422,1,1
1175,1539,422,1,1
1176,1540,422,1,0
1177,1541,423,1,0
1178,1542,423,1,0
1179,1543,423,1,1
1180,1545,424,1,1
1181,1546,424,1,1
1182,1547,424,1,0
1183,1548,424,1,1
1184,1549,425,1,0
1185,1550,425,1,0
1186,1551,425,1,1
1187,1553,426,1,0
1188,1555,426,1,0
1189,1556,426,1,0
1190,1557,426,1,1
1191,1558,427,1,1
1192,1560,427,1,1
1193,1562,428,1,1
1194,1563,428,1,1
1195,1565,429,1,0
1196,1566,429,1,0
1197,1569,431,1,1
1198,1570,431,1,0
1199,1571,431,1,0
1200,1572,431,1,0
1201,1573,431,1,1
1202,1574,431,1,1
1203,1575,432,1,0
1204,1576,432,1,0
1205,1577,433,1,0
1206,1578,433,1,0
1207,1579,433,1,1
1208,1580,434,1,1
1209,1583,435,1,0
1210,1585,435,1,0
1211,1586,437,1,1
1212,1587,437,1,0
1213,1588,437,1,0
1214,1589,437,1,1
1215,1590,437,1,1
1216,1591,438,1,1
1217,1594,439,1,1
1218,1595,439,1,0
1219,1596,439,1,0
1220,1597,439,1,0
1221,1598,440,1,0
1222,1599,440,1,1
1223,1600,441,1,0
1224,1601,441,1,0
1225,1602,441,1,1
1226,1603,441,1,0
1227,1605,442,1,0
1228,1606,442,1,0
1229,1607,442,1,0
1230,1608,443,1,1
1231,1609,443,1,0
1232,1610,444,1,0
1233,1611,446,1,0
1234,1613,447,1,0
1235,1614,447,1,0
1236,1615,447,1,0
1237,1616,448,1,0
1238,1618,449,1,1
1239,1619,449,1,1
1240,1620,449,1,0
1241,1621,451,1,1
1242,1622,451,1,1
1243,1624,452,1,0
1244,1625,453,1,0
1245,1626,453,1,0
1246,1627,453,1,1
1247,1628,454,1,0
1248,1629,455,1,0
1249,1631,455,1,0
1250,1632,456,1,0
1251,1634,457,1,1
1252,1635,457,1,1
1253,1637,457,1,1
1254,1639,457,1,0
1255,1641,458,1,0
1256,1643,458,1,0
1257,1645,459,1,0
1258,1647,459,1,0
1259,1648,459,1,1
1260,1649,459,1,0
1261,1651,459,1,1
1262,1652,461,1,1
1263,1654,461,1,1
1264,1656,461,1,1
1265,1657,461,1,0
1266,1658,461,1,0
1267,1659,461,1,0
1268,1660,461,1,0
1269,1661,462,1,0
1270,1662,462,1,1
1271,1663,462,1,0
1272,1664,462,1,1
1273,1669,463,1,0
1274,1670,463,1,1
1275,1671,464,1,0
1276,1672,464,1,0
1277,1673,464,1,0
1278,1674,464,1,0
1279,1675,464,1,0
1280,1676,466,1,0
1281,1677,466,1,1
1282,1678,466,1,1
1283,1680,467,1,0
1284,1681,467,1,1
1285,1682,468,1,0
1286,1685,470,1,1
1287,1686,470,1,0
1288,1687,470,1,0
1289,1688,471,1,1
1290,1689,471,1,1
1291,1691,471,1,0
1292,1692,472,1,0
1293,1693,472,1,0
1294,1694,472,1,0
1295,1695,472,1,1
1296,1696,472,1,0
1297,1697,472,1,1
1298,1699,473,1,1
1299,1700,474,1,1
1300,1701,474,1,1
1301,1703,474,1,0
1302,1707,475,1,1
1303,1708,475,1,0
1304,1709,475,1,1
1305,1711,475,1,1
1306,1712,475,1,0
1307,1713,475,1,1
1308,1715,475,1,1
1309,1717,476,1,0
